_id,ltable_ID,rtable_ID,ltable_shop name,ltable_postal code,ltable_street address,ltable_phone number,rtable_shop name,rtable_postal code,rtable_street address,rtable_phone number,label
67,53,4504,toi on sunset,90046,7505 1/2 w sunset blvd,3238748062,sam's on sunset,90046,7864 w sunset blvd,3238507267,-1
69,54,2304,tsujita la,90025,2057 sawtelle blvd,3102310222,tsujita la artisan noodle annex,90025,2050 sawtelle blvd,3102310222,1
78,67,2143,cho oishi,90028,6801 hollywood blvd,3234640500,cho oishi,90028,6801 hollywood blvd,3234640500,1
83,74,2210,kula revolving sushi bar,90012,333 e 2nd st,2132909631,zencu sushi & grill,90012,319 e 2nd st,2136877780,-1
84,74,2386,kula revolving sushi bar,90012,333 e 2nd st,2132909631,kula revolving sushi bar,90012,333 e 2nd st,2132909631,1
87,75,1816,hoy-ka thai noodle house,90028,5908 w sunset blvd,3234632979,hoy-ka thai noodles,90028,5908 sunset blvd,3236883558,1
103,91,1757,hollywood thai restaurant,90027,5241 hollywood blvd,3234670926,boran thai restaurant,90027,5401 hollywood blvd,3234698883,-1
111,102,1372,sushi enya,90012,343 e 1st st,,sushi enya,90012,343 e 1st st,2136263692,1
114,102,2332,sushi enya,90012,343 e 1st st,,tamon sushi,90012,328 e 1st st,2136177839,-1
117,109,1848,blossom restaurant,90013,426 s main st,2136231973,blossom restaurant,90013,426 s main st,2136231973,1
129,123,1710,sushi zo,90034,9824 national blvd,3108423977,sushi zo,90034,9824 national blvd,4242015576,1
138,137,2156,curry house,,123 astronaut e s onizuka st,2136877344,korea bbq house,90012,123 s onizuka st,2136801826,-1
140,140,2137,star noodle express,90045,5310 w century blvd,3103381337,buffet express,90045,5959 w century blvd,3106706575,-1
143,144,2255,shu - sushi house unico,90077,2932 1/2 beverly glen circle,3104742740,shu sushi house unico,90077,2932 1/2 beverly glen circle,3104742740,1
147,150,1699,it's pho hollywood,90028,1821 n cahuenga blvd,3233807998,it's pho,90028,1821 n cahuenga blvd,3233807998,1
148,151,1650,gyu-kaku japanese bbq dining,90064,10925 w pico blvd,3102348641,gyu-kaku japanese bbq,90064,10925 w pico blvd,3102348641,1
159,159,1352,far bar,90012,347 e 1st st,2136179990,far bar,90012,347 e 1st st,2136179990,1
160,159,2435,far bar,90012,347 e 1st st,2136179990,my ramen bar,90012,321 1/4 e 1st st,2136139888,-1
164,162,2412,daichan,91604,11288 ventura blvd,8189808450,daichan,91604,11288 ventura blvd,8189808450,1
190,190,1930,melanee thai,90035,9562 w pico blvd,3102734066,melanee thai,90035,9562 w pico blvd,3102734066,1
191,190,2101,melanee thai,90035,9562 w pico blvd,3102734066,tuk tuk thai,90035,8875 w pico blvd,3108601872,-1
204,205,2099,kiku sushi,90004,246 n larchmont blvd,3234641323,kiku sushi,90004,246 n larchmont blvd,3234641323,1
212,207,4474,escala restaurant and bar,90020,3451 w 6th st,2133871113,pharos bar & cafe,90020,2999 w 6th st,2137387370,-1
215,209,2237,eight korean bbq,90005,863 s western ave,2133651750,ssam korean bbq,90006,1040 s western ave,3237379292,-1
217,210,2132,tawanna thai,90048,6236 wilshire blvd.,3239392450,tawanna thai,90048,6236 wilshire blvd,3239392450,1
223,216,1504,red corner asia,90027,5267 hollywood blvd,3234666722,red corner asia,90027,5267 hollywood blvd,3234666722,1
231,217,1731,mae ploy restaurant,90026,2606 w sunset blvd,2133539635,sib song thai restaurant,90026,2202 w sunset blvd,2134136316,-1
235,221,1821,myung dong kyoja,,3630 wilshire blvd,2133857789,myung dong kyoja,90010,3630 wilshire blvd,2133857789,1
247,236,145,nanban-kan restaurant,90025,11330 santa monica blvd,3104781591,juquila restaurant,90025,11619 santa monica blvd,3103121079,-1
259,247,1913,wokcano,90046,8000 w sunset blvd,3234509037,wokcano,90046,8000 w sunset blvd,3234509037,1
268,254,1817,yuko kitchen,90036,5484 wilshire blvd,3239334020,yuko kitchen,90036,5484 wilshire blvd,3239334020,1
269,262,1668,feast from the east,90025,1949 westwood blvd,3104750400,feast from the east,90025,1949 westwood blvd,3104750400,1
276,267,2283,toshi sushi,90012,359 e 1st st,2136804166,toshi sushi,90012,359 e 1st st,2136804166,1
286,278,2108,hodori restaurant,90006,1001 s vermont ave ste 102,2133833554,a-won japanese restaurant,90006,913 s vermont ave,2133896764,-1
294,292,1997,meizhou dongpo,,santa monica blvd,3107880120,meizhou dongpo restaurant,90067,10250 santa monica blvd,3107880120,1
306,312,1764,ramayani westwood,90024,1777 westwood blvd,3104773315,ramayani,90024,1777 westwood blvd,3104773315,1
313,316,1831,pho cafe,,2841 w sunset blvd,2134130888,pho cafe,90026,2841 w sunset blvd,2134130888,1
319,316,4042,pho cafe,,2841 w sunset blvd,2134130888,reggie's deli & cafe,90026,1910 w sunset blvd,2133539263,-1
339,336,4489,formosa cafe,90046,7156 santa monica blvd,3238509050,vinadore studio & cafe,90046,8157 santa monica blvd,3237984628,-1
343,344,2244,dan sungsa,90020,3317 w 6th st,2134879100,sun nong dan,90020,3470 w 6th st,2133650303,-1
354,371,2012,honey pig,90005,3400 w 8th st,2133800256,honey pig,90005,3400 w 8th st,2133800256,1
360,380,2334,first szechuan wok,90024,10855 lindbrook dr,3102087785,first szechuan wok,90024,10855 lindbrook dr,3102087785,1
361,382,1646,zencu sushi and grill,90012,319 e 2nd st ste 206,2136877780,hama sushi,90012,347 e 2nd st,2136803454,-1
374,392,1609,mayflower seafood restaurant,90012,679 n spring st,2136280116,full house seafood restaurant,90012,963 n hill st,2136178382,-1
379,394,1836,o dae san korean bbq restaurant,90006,2889 w olympic blvd,2133839800,beverly soon tofu restaurant,90006,2717 w olympic blvd,2133801113,-1
382,394,2022,o dae san korean bbq restaurant,90006,2889 w olympic blvd,2133839800,bak kung korean bbq,90019,3700 w olympic blvd,3237349292,-1
402,412,1858,man soo korean bbq,90005,3423 w 8th st # 3429,2133889494,oo-kook korean bbq,90005,3385 w 8th st,2133855665,-1
412,433,2361,jung won paik noodle house,90006,2716 w olympic blvd,2133870410,miari noodle house,90006,3224 w olympic blvd,3237350647,-1
413,433,4438,jung won paik noodle house,90006,2716 w olympic blvd,2133870410,new seoul hotel coffee house,90006,2666 w olympic blvd,2133846314,-1
415,440,1184,back house,90064,10915 w pico blvd,3104816800,the six chow house,90064,10668 w pico blvd,3108376662,-1
419,444,1877,thai town noodle,90027,5136 hollywood blvd,3236670934,pho thai town,90027,5136 hollywood blvd,3236670934,1
425,467,2149,asahi ramen,90025,2027 sawtelle blvd,3104792231,asahi ramen,90025,2027 sawtelle blvd,3104792231,1
427,470,2681,bistro ka japanese restaurant,,6600 topanga canyon blvd unit 2010a,8183401300,caprese restaurant,91311,9777 topanga canyon blvd 2,8187097054,-1
429,482,2058,house of macau,90028,1600 vine street,3237455038,house of macau,90028,1600 vine st,3237455038,1
431,488,2021,roasted sesame kitchen,90029,4632 santa monica blvd,3233504641,roasted sesame kitchen,90029,4632 santa monica blvd,3233504641,1
459,510,2292,golden city restaurant,90012,960 n hill st,2132532660,foo chow restaurant,90012,949 n hill st,2134851294,-1
466,528,2433,hunan taste,90036,6031 san vicente blvd,3239365621,hunan tasty - temp. closed,90036,6031 san vicente blvd,3239365621,1
471,544,1460,coral reef,90039,3200 glendale blvd,3236603260,coral reef chinese restaurant,90039,3200 glendale blvd,3236603260,1
472,545,1910,chuan chim restaurant,90028,5644 hollywood blvd,3234626221,chuan chim,90028,5644 hollywood blvd,3234626221,1
476,550,3817,mogo's restaurant,91403,4454 van nuys blvd ste k,8187836646,la fogata mexican restaurant,91403,5142 van nuys blvd,8185019065,-1
484,565,2040,kim chuy restaurant,90012,727 north broadway,2136877215,kim chuy restaurant,90012,727 n broadway,2136877215,1
487,576,4448,howard's cafe,90006,1051 south alvarado street,2133857991,howard's cafe,90006,1051 s alvarado st,2133857991,1
494,591,1605,lin's chinese cuisine,90064,11668 w pico blvd,3104788892,bossa nova brazilian cuisine,90064,10982 w pico blvd,3104410404,-1
499,595,2049,vip chinese restaurant,90005,705 s western ave,2133898532,lemon tree kids and family restaurant,90005,621 s western ave,2133800038,-1
500,595,2384,vip chinese restaurant,90005,705 s western ave,2133898532,e-moon oak restaurant,90005,869 s western ave,2133878899,-1
516,617,4420,jin jiang restaurant,90025,11057 santa monica blvd,3104447171,santa monica restaurant & cafe,90025,12340 santa monica blvd,3102078888,-1
518,622,2140,rene cafe,90017,1123 west 7th street,2136899898,rene cafe,90017,1123 w 7th st,2136899898,1
520,629,3179,ok chinese restaurant,91405,7400 van nuys blvd,8189885622,chit chat restaurant cafe lounge,91405,7115 van nuys blvd,8187862424,-1
528,639,2168,china food express restaurant,90005,3320 w 8th st,2133803810,naegohyang restaurant,90005,3516 w 8th st,2133810022,-1
537,658,191,best chinese restaurant,90025,12239 santa monica blvd,,monte alban restaurant,90025,11929 santa monica blvd,3104447736,-1
548,706,4098,the griddle cafe,90046,7916 w sunset blvd,3238740377,elderberries threefold cafe,90046,7564 w sunset blvd,3238510700,-1
550,707,1099,water grill,90071,544 s grand ave,2138910900,water grill,90071,544 s grand ave,2138910900,1
558,717,1771,joan's on third,90048,8350 w third st,3236552285,joan's on third,90048,8350 w 3rd st,3236552285,1
561,723,4052,the pie hole,90013,714 traction ave,2135370115,the pie hole,90013,714 traction ave,2135370115,1
563,726,4539,getty center restaurant,90049,1200 getty center dr,3104406810,the restaurant at the getty center,90049,1200 getty center dr,3104406810,1
568,730,2556,toast bakery cafe,90048,8221 w 3rd st,3236555018,berri's cafe,90048,8412 w 3rd st,3238520642,-1
569,731,1384,the original pantry,90017,877 s figueroa st,2139729279,original pantry cafe,90017,877 s figueroa st,2139729279,1
580,750,1037,nickel diner,90013,524 s main st,2136238301,nickel diner,90013,524 s main st,2136238301,1
583,751,2894,rainbow bar & grill,90069,9015 w sunset blvd,3102784232,obica mozzarella bar pizza e cucina,90069,8630 w sunset blvd,3103605983,-1
598,776,678,johnny rockets hollywood & highland,90028,6801 hollywood blvd ste 325,,baja hollywood,90028,6801 hollywood blvd,3234640935,-1
601,779,1304,wolfgang puck at hotel bel-air,90077,701 stone canyon road,3109091644,wolfgang puck at hotel bel-air,90077,701 stone canyon rd,3104721211,1
609,786,1192,tiago coffee bar & kitchen,90028,7080 hollywood blvd,3234665600,public kitchen and bar,90028,7000 hollywood blvd,3237698888,-1
625,807,1008,the little beast,90041,1496 colorado blvd,3233415899,little beast restaurant,90041,1496 colorado blvd,3233415899,1
633,831,1412,tavern,90049,11648 san vincente blvd,3108066464,tavern,90049,11648 san vicente blvd,3108066464,1
638,837,1118,du-par's restaurant & bakery,90036,6333 w. 3rd st.,3239338446,andre's italian restaurant,90036,6332 w 3rd st,3239351246,-1
640,838,1104,fat sal's,90028,1300 n highland ave,8556824373,fat sal's,90028,1300 n highland ave,8556824373,1
641,838,2814,fat sal's,90028,1300 n highland ave,8556824373,fat tomato pizza,90028,1429 n highland ave,3239628833,-1
651,855,4149,the coffee co.,90045,8751 la tijera blvd,3106457315,the coffee co,90045,8751 la tijera blvd,3106457315,1
656,861,1152,the standard downtown restaurant & lounge,90071,550 s flower st,2138928080,"the restaurant at the standard, downtown la",90071,550 s flower st,2138928080,1
661,869,1039,the morrison,90039,3179 los feliz blvd,3236671839,the morrison,90039,3179 los feliz blvd,3236671839,1
665,880,481,phil s deli & grill,90036,6333 w third st.,3239363704,loteria grill,90036,6333 w 3rd st,3239302211,-1
676,887,1092,the village idiot,90046,7383 melrose ave,3236553331,the village idiot,90046,7383 melrose ave,3236553331,1
680,893,4142,solar de cahuenga,90028,1847 cahuenga blvd,3234677510,solar de cahuenga,90028,1847 n cahuenga blvd,3234677510,1
692,918,2312,la prime at the westin bonaventure hotel,90071,404 s figueroa st,2136124743,la prime,90071,404 s figueroa st,2136124743,1
706,941,1168,fords filling station,90015,900 w olympic blvd,2137658630,ford's filling station,90015,900 west olympic blvd,2137658600,1
719,956,992,palomino - los angeles,90024,10877 wilshire blvd ste 150,3102081960,palomino,90024,10877 wilshire blvd,3102081960,1
721,957,2308,sage organic vegan,90026,1700 w sunset blvd,2139891718,flore vegan cuisine,90026,3818 w sunset blvd,3239530611,-1
723,960,1593,aroma bakery cafe,90046,7373 w sunset blvd,3238508120,aroma bar and grill,90046,7373 w sunset blvd,3238508120,1
731,971,1565,sweetie pie's,91601,5230 lankershim blvd,8187611325,sweetie pie's noho,91601,5230 lankershim blvd,8187611325,1
735,973,4075,larchmont bungalow,90004,107 n larchmont blvd,3234611528,le pain quotidien - larchmont,90004,113 n larchmont blvd,3234617701,-1
736,974,3340,22nd street landing seafood grill & bar,90731,141 w 22nd st ste a,3105484400,neil's pasta & seafood grill,90731,383 w 5th st,3105483495,-1
741,984,4585,la cafe,90014,639 s spring st,2136123000,manuel cafe,90014,808 s spring st,,-1
743,989,1047,birds rotisserie chicken cafe and bar,90028,5925 franklin ave,3234650175,birds rotisserie chicken cafe & bar,90028,5925 franklin ave,3234650175,1
745,993,2396,taylor's steakhouse,90005,3361 w 8th st,2133828449,taylor's steakhouse,90005,3361 w 8th st,2133828449,1
749,996,1698,norms restaurant,90064,11001 w pico blvd,3104792978,cheng du restaurant,90064,11538 w pico blvd,3104774917,-1
754,1002,1671,nick's coffee shop & deli,90035,8536 w pico blvd,3106523567,label's table deli,90035,9226 w pico blvd,3102760388,-1
757,1002,4393,nick's coffee shop & deli,90035,8536 w pico blvd,3106523567,the coffee bean & tea leaf,90035,9541 w pico blvd,3102829907,-1
758,1004,3981,fratelli cafe,90046,7200 melrose ave,3239382233,fratelli cafe,90046,7200 melrose ave,3239382233,1
760,1006,1269,orleans and york deli,90043,4454 w slauson ave,3232918800,orleans and york deli,90043,4454 w slauson ave,3232918800,1
770,1025,1786,denny's,90028,5751 west sunset blvd,2134648435,denny's,90028,5751 sunset blvd,3234648435,1
777,1043,1206,doughboys cafe,,8136 w 3rd st,3238521020,toast bakery cafe,90048,8221 w 3rd st,3236555018,-1
778,1043,1247,doughboys cafe,,8136 w 3rd st,3238521020,cafe angelino,90048,8735 w 3rd st,3102461177,-1
790,1063,995,grub,90038,911 seward st,3234613663,grub,90038,911 seward st,3234613663,1
793,1067,1120,the park's finest,90026,1267 w temple st,2134182800,the park's finest,90026,1267 w temple st,2134812800,1
805,1091,4392,pico deli,90035,8826 w pico blvd,3102739381,pico cafe,90035,8944 w pico blvd,3103859592,-1
810,1099,1034,fundamental,90024,1303 westwood blvd,3104447581,fundamental la,90024,1303 westwood blvd,3104447581,1
822,1133,1630,tender greens,90014,523 w 6th st,2138731890,tender greens,90014,"523 w 6th st, ste 505",2138731890,1
831,1151,1490,cana rum bar,90015,714 w olympic blvd,2137457090,wolfgang puck bar & grill,90015,800 w olympic blvd,2137489700,-1
837,1156,2786,the park,90026,1400 w sunset blvd,2134829209,two boots echo park,90026,1818 w sunset blvd,2134132668,-1
842,1163,1540,spare tire kitchen & tavern,90036,5370 wilshire blvd,3235252618,spare tire,90036,5370 wilshire blvd,3235252618,1
846,1169,4296,the brentwood,90049,148 s barrington ave,3104763511,cafe brentwood,90049,150 s barrington ave,3104720766,-1
851,1173,4328,the wood cafe,90066,12000 w washington blvd,3109159663,the wood,90066,12000 w washington blvd,3109159663,1
853,1179,1146,spitz,90012,371 e 2nd st,2136130101,spitz - little tokyo,90012,371 e 2nd st,2136130101,1
863,1196,1180,urban skillet,91601,5060 lankershim blvd,8185794000,urban skillet,91601,5060 lankershim blvd,8185794000,1
865,1204,1113,black cat,90029,3909 w sunset blvd,3236616369,the black cat,90029,3909 w sunset blvd,3236616369,1
866,1206,1728,casey's irish bar and grill,,613 south grand ave.,2136292353,casey's irish pub,90017,613 s grand ave,2136292353,1
872,1214,4578,happy ending bar,90028,7038 w sunset blvd,3234697038,cafe bar,90028,6360 w sunset blvd,3234641524,-1
873,1215,1338,quality food & beverage,90048,8030 w 3rd st,3236585959,quality food & beverage,90048,8030 w 3rd st,3236585959,1
883,1241,4169,caffe etc,90028,6371 selma ave,3234648824,caffe etc,90028,6371 selma ave,3234648824,1
887,1244,3996,sunset junction coffee shop,90029,3916 w sunset blvd,3236611600,dinosaur coffee,90029,4334 w sunset blvd,,-1
888,1246,1406,the melt,90028,6290 w sunset blvd,,the melt sunset & vine,90028,6290 sunset blvd,2133444906,1
892,1255,4296,cafe brentwood,90049,150 s barrington ave,3104720766,cafe brentwood,90049,150 s barrington ave,3104720766,1
895,1256,1771,the third stop,90048,8636 w 3rd st,3102733605,joan's on third,90048,8350 w 3rd st,3236552285,-1
897,1261,170,el siete mares,90026,3131 w sunset blvd,3236650865,la playita siete mares,90026,3143 w sunset blvd,3236644604,-1
907,1268,4578,catalina bar & grill,90028,6725 w sunset blvd,3234662210,cafe bar,90028,6360 w sunset blvd,3234641524,-1
913,1278,4449,eatz cafe,90039,3207 los feliz blvd,3236612355,mimi's cafe,90039,2925 los feliz blvd,3236681715,-1
936,1309,1251,burgerim,90038,5001 melrose ave,3238484848,burgerim,90038,5001 melrose ave,3238484848,1
938,1317,250,taco fiesta,,4501 n figueroa st,3232235478,viva taco azteca,90042,5138 n figueroa st,8188630577,-1
949,1334,610,billingsley's restaurant,90064,11326 w pico blvd,3104771426,rancho park gardens restaurant,90064,10460 w pico blvd,3108397750,-1
950,1334,1389,billingsley's restaurant,90064,11326 w pico blvd,3104771426,gulp restaurant & brew pub,90064,10928 w pico blvd,3104740007,-1
957,1340,1144,overland cafe,90034,3601 overland ave,3105599999,the overland,90034,3601 overland ave,3105599999,1
972,1380,1499,mimi's cafe,90039,2925 los feliz blvd,3236681715,the village bakery and cafe,90039,3119 los feliz blvd,3236628600,-1
974,1380,4449,mimi's cafe,90039,2925 los feliz blvd,3236681715,mimi's cafe,90039,2925 los feliz blvd,3236681715,1
980,1411,1802,modern eats,90039,2590 glendale blvd,3236651008,modern eats,90039,2590 glendale blvd,3236651008,1
992,1425,3460,daily grill brentwood,90049,11677 san vicente blvd.,3104420044,gaucho grill,90049,11754 san vicente blvd,3104477898,-1
995,1431,1383,redwood bar and grill,90012,316 w 2nd st,2136802600,redwood bar & grill,90012,316 w 2nd st,2136802600,1
997,1442,1960,dave & buster's restaurant,90045,6081 center dr,3108469950,kabuki japanese restaurant,90045,6081 center dr,3106415524,-1
1006,1455,1369,little bar,90036,757 s la brea ave,3239379210,bludso's bar & que,90036,609 n la brea ave,3239312583,-1
1007,1455,2434,little bar,90036,757 s la brea ave,3239379210,la brea ramen bar,90036,850 s la brea ave,3235499486,-1
1011,1478,2336,pipers restaurant,90004,222 n western ave,3234657701,wassada restaurant,90004,377 n western ave,3234643006,-1
1016,1491,4212,59th & lex cafe,,10250 santa monica blvd,3107727189,hudson lobby cafe,90038,6541 santa monica blvd,3233569969,-1
1017,1491,4228,59th & lex cafe,,10250 santa monica blvd,3107727189,cafe chez marie,90025,10681 santa monica blvd,3104752949,-1
1019,1491,4420,59th & lex cafe,,10250 santa monica blvd,3107727189,santa monica restaurant & cafe,90025,12340 santa monica blvd,3102078888,-1
1025,1508,142,comfort la,90021,1110 e. 7th st,2135370844,la reyna restaurant,90021,2000 e 7th st,2136249879,-1
1029,1518,445,good microbrew & grill,90026,3725 w sunset blvd,3236603645,rodeo mexican grill,90026,1721 w sunset blvd,2134838311,-1
1030,1526,1172,lulu's cafe,90036,7149 beverly blvd,3239386095,lulu's cafe,90036,7149 beverly blvd,3239386095,1
1031,1528,1130,cork,90016,4771 west adams blvd,3237312030,the cork,90016,4771 w adams blvd,3237312030,1
1040,1546,3817,corky's restaurant & bar,91403,5043 van nuys blvd,8187885110,la fogata mexican restaurant,91403,5142 van nuys blvd,8185019065,-1
1043,1552,1235,sunset grill hollywood,90046,7439 w sunset blvd,3238515557,sunset grill hollywood,90046,7439 w sunset blvd,3238515557,1
1044,1552,1248,sunset grill hollywood,90046,7439 w sunset blvd,3238515557,bossa nova on sunset,90046,7181 w sunset blvd,3234367999,-1
1047,1552,2183,sunset grill hollywood,90046,7439 w sunset blvd,3238515557,toi on sunset,90046,7505 1/2 w sunset blvd,3238748062,-1
1053,1576,1443,vermont restaurant and bar,90027,1714 n vermont ave,3236616163,il capriccio on vermont,90027,1757 n vermont ave,3236625900,-1
1062,1617,2133,smith and cohen grill deli bar,90025,10351 santa monica blvd,3104324361,kotoya japanese ramen & bar,90025,11901 santa monica blvd,3104771199,-1
1065,1625,1055,la fe,90026,1525 w. sunset blvd.,2134819896,haché la,90026,3319 w sunset blvd,3239282963,-1
1073,1657,4459,cafe vogue,90048,100 north la cienega blvd,3106578778,black swan cafe,90048,440 n la cienega blvd,3109098459,-1
1076,1662,4286,elaine's bakery & cafe,90049,11677 san vicente blvd ste 317,3104422233,market at m cafe,90049,11678 san vicente blvd,3102071122,-1
1077,1672,1847,asian fusion,90035,1710 s robertson blvd,4242988247,asian fusion,90035,1710 s robertson blvd,4242988247,1
1085,1678,62,el tepeyac,90033,812 n evergreen ave,3232678668,el tepeyac cafe,90033,812 n evergreen ave,3232681960,1
1103,1695,174,calle tacos,90028,6508 hollywood blvd,3234659100,calle tacos,90028,6508 hollywood blvd,3234659100,1
1105,1697,55,b.s. taqueria,90014,514 w 7th st,2136223744,bs taqueria,90014,514 w 7th st,2136223744,1
1108,1699,282,trejo's tacos,90019,1048 s la brea ave,3239388226,trejo's tacos,90019,1048 s la brea ave,3239388226,1
1109,1700,72,cacao mexicatessen,90041,1576 colorado blvd,3234782791,cacao mexicatessen,90041,1576 colorado blvd,3234782791,1
1116,1706,90,pez cantina,90071,401 s grand ave,2132582280,pez cantina,90071,401 s grand ave,2132582280,1
1123,1712,215,el cholo,90015,1037 s flower st,2137467750,el cholo,90015,1037 s flower st,2137467750,1
1124,1713,71,the velvet margarita,90028,1612 n cahuenga blvd,8774868353,velvet margarita,90028,1612 n cahuenga blvd,3234692000,1
1132,1719,50,yuca's,90027,2056 hillhurst ave,3236621214,yuca's,90027,2056 hillhurst ave,3236621214,1
1134,1722,3,taqueria los anaya,90016,4651 w adams blvd,3237314070,taqueria los anaya,90016,4651 w adams blvd,3237314070,1
1140,1729,289,don antonio's,90064,11755 w pico blvd,3103122090,don antonio's,90064,11755 w pico blvd,3103122090,1
1147,1738,79,gloria's cafe,90034,10227 venice blvd,3108380963,gloria's cafe,90034,10227 venice blvd,3108380963,1
1151,1739,1615,chipotle mexican grill,90017,601 w 7th st,2132832058,seasalt fish grill,90017,812 w 7th st,2132435700,-1
1152,1740,280,tamayo,90022,5300 e. olympic blvd.,3232604700,tamayo restaurant,90022,5300 e olympic blvd,3232604700,1
1154,1743,3843,melody's mexican kitchen,91335,6747 reseda blvd,8186099062,melody's fresh mexican kitchen,91335,6747 reseda blvd,8186099062,1
1160,1748,41,cascabel,91802,10717 riverside dr,8188274210,cascabel,91602,10717 riverside dr,8189274210,1
1165,1753,221,los burritos inc,90028,6517 hollywood blvd,3234615814,los burritos,90028,6517 hollywood blvd,3234615814,1
1166,1754,64,tere's mexican grill,90038,5870 melrose ave,8667968476,tere's mexican grill,90038,5870 melrose ave,3234689345,1
1184,1772,350,clutch,90291,427 lincoln blvd,3103968749,clutch,90291,427 lincoln blvd,3103968749,1
1186,1774,3860,el patron,91356,5545 reseda blvd,8186433033,el patron,91356,5545 reseda blvd,8186433033,1
1187,1775,3569,camacho's cantina,,1000 universal studios blvd,8186223333,camacho's cantina,91608,1000 universal ctr dr,8186223333,1
1189,1776,445,rodeo mexican grill,90015,1721 w olympic blvd,2137385252,rodeo mexican grill,90026,1721 w sunset blvd,2134838311,1
1194,1778,459,qdoba mexican grill,90017,655 s hope st,,qdoba mexican grill,90017,655 s hope st,2135720344,1
1199,1782,504,tamara's tamales,90066,13352 w washington blvd,3103057714,tamara's tamales,90066,13352 washington blvd,3103057714,1
1200,1784,240,la salsa - union bank plaza,90071,445 s. figueroa ave.,2136838815,border grill downtown la,90071,445 s figueroa st,2134865171,-1
1201,1785,505,las anitas,90012,26 olvera street,2136231153,las anitas restaurant,90012,26 olvera st,2136231153,1
1204,1786,323,sky's gourmet tacos,,5408 w pico blvd,3239326253,tacos tamix,90006,2402 w pico blvd,,1
1218,1795,229,diablo taco,90026,3129 w sunset blvd,3236664666,diablo,90026,3129 w sunset blvd,3236664666,1
1223,1798,309,benito's taco shop,90048,7912 beverly blvd,3239387427,benito's taco shop,90048,7912 beverly blvd,3239387427,1
1229,1803,131,nina's mexican food,90025,1651 sawtelle blvd,3104795081,nina's mexican food,90025,1651 sawtelle blvd,3104795081,1
1230,1804,155,casita del campo,90027,1920 hyperion ave,3236624255,casita del campo,90027,1920 hyperion ave,3236624255,1
1231,1805,42,tacos el gavilan,,7070 w sunset blvd,,el paisano,90026,1185 w sunset blvd,,-1
1238,1805,330,tacos el gavilan,,7070 w sunset blvd,,tacos el unico,90007,1375 w adams blvd,3237371044,-1
1239,1805,491,tacos el gavilan,,7070 w sunset blvd,,tacos como en el d.f. taco truck,90018,2431 w washington blvd,3109484714,-1
1244,1805,841,tacos el gavilan,,7070 w sunset blvd,,tacos el gallito truck,90015,917 w olympic blvd,,-1
1245,1805,847,tacos el gavilan,,7070 w sunset blvd,,last call tacos,90026,2939 1/2 w sunset blvd,3232182327,-1
1249,1805,3835,tacos el gavilan,,7070 w sunset blvd,,tacos & mariscos el parque,90247,1124 w redondo beach blvd,3105383000,-1
1250,1807,151,lupe's burritos,90022,4642 e 3rd st,3232666881,lupe's burritos,90022,4642 e 3rd st,3232666881,1
1256,1815,355,teresitas restaurant,90063,3826 e 1st st,3232666045,la cocina restaurant l&f,90063,3425 e 1st st,3232627790,-1
1257,1815,3553,teresitas restaurant,90063,3826 e 1st st,3232666045,la perla restaurant,90063,3425 e 1st st,3232624507,-1
