_id,ltable_ID,rtable_ID,ltable_shop name,ltable_postal code,ltable_street address,ltable_phone number,rtable_shop name,rtable_postal code,rtable_street address,rtable_phone number,label
1295,1863,801,sergio's taco,90022,6601 e olympic blvd,3237262002,sergio's tacos,90022,6601 olympic blvd,3237262002,1
1339,1928,3901,mi casita mexicana restaurant,91040,8069 foothill bivd,8183525250,mi casita,91040,8069 foothill blvd,8183525250,1
1344,1937,247,el arco iris,90042,5684 york blvd,3232543401,el arco iris,90042,5684 york blvd,3232543401,1
1350,1950,450,la fuente,90041,2256 colorado blvd,3232584303,la fuente no 3,90041,2256 colorado blvd,3232584303,1
1354,1954,300,el gran burrito,90029,4716 santa monica blvd,3236658720,el comal,90029,5465 santa monica blvd,3239621706,-1
1361,1958,963,tacos manzano,91601,11160 burbank blvd,8186239599,tacos manzano,91601,11160 burbank blvd,8186239599,1
1366,1964,278,my taco,90042,6300 york blvd,3232562698,my taco,90042,6300 york blvd,3232562698,1
1398,2004,423,fat burrito,90022,4504 floral dr,3232663514,fat burrito,90022,4504 floral dr,3232663514,1
1406,2005,491,tacos el compita,,4477 w pico blvd,,tacos como en el d.f. taco truck,90018,2431 w washington blvd,3109484714,-1
1474,2073,46,la canada taqueria,90019,3131 w pico blvd,3237333401,la cocinita,90019,4379 w pico blvd,3239371249,-1
1487,2084,3842,el monge loco tortas gigantes,,3130 s wester ave,3234072953,el pollo loco,91205,235 s glendale ave,8185450700,-1
1509,2100,835,no 'q' no taqueria,90019,3224 venice blvd,3237372283,no ‘q' no restaurant,90019,3224 venice blvd.,3237372283,1
1530,2109,706,los petates,90022,6116 whittier blvd,3237234099,los petates,90022,6116 whittier blvd,3237234099,1
1560,2147,411,tacos el korita,,e olympic blvd and herbert ave,,el pelon tacos,90042,52 ave york blvd,,-1
1563,2147,685,tacos el korita,,e olympic blvd and herbert ave,,tacos el atoron,90058,1713 e vernon ave,3235211627,-1
1566,2147,3736,tacos el korita,,e olympic blvd and herbert ave,,tacos el gavilan,90240,7947 e florence ave,5629277486,-1
1567,2148,627,la pasadita tacos,90032,5434 huntington dr s,,la pasadita tacos,90032,5434 huntington dr s,,1
1568,2150,2163,golfo de fonseca restaurant,91331,9761 laurel canyon blvd,8188349492,cocohut thai restaurant,91331,10690 laurel canyon blvd,8183026145,-1
1587,2201,142,la reyna restaurant,90021,2000 east 7th street,2136249879,la reyna restaurant,90021,2000 e 7th st,2136249879,1
1611,2220,740,rigos taco 4,90001,1816 firestone blvd,3235839657,rigos taco 4,90001,1816 firestone blvd,3235839657,1
1626,2239,710,tacos el unicos,90044,10006 s normandie ave,3232427447,tacos el unico,90044,10006 s normandie ave,3232427447,1
1638,2262,788,el atacor restaurant,90065,3520 n figueroa st,3233420180,el buen sabor,90065,4306 n figueroa st,3232251805,-1
1658,2295,4153,amandine patissiere cafe,90025,12225 wilshire blvd,3109793211,amandine patisserie cafe,90025,12225 wilshire blvd,3109793211,1
1660,2297,1759,sushi house,90064,12013 w pico blvd,3104791507,mori sushi,90064,11500 w pico blvd,3104793939,-1
1669,2310,2198,sake house by hikari,90020,3465 w 6th st,2133894000,sake house by hikari,90020,3465 w 6th st,2133894000,1
1726,2421,2006,atch-kotch japanese restaurant,90038,1253 vine st,3234675537,atch-kotch japanese restaurant,90038,1253 vine st,3234675537,1
1739,2457,1447,desano pizza bakery,90029,4969 santa monica blvd,8436374225,guatemalteca bakery restaurant,90029,4770 santa monica blvd,3236638307,-1
1770,2481,3406,obica mozzarella bar - century city,,10250 santa monica blvd,3105562452,bar pintxo,90401,109 santa monica blvd,3104582012,-1
1799,2514,2787,ancora cucina italiana,91356,19647 ventura blvd,8188818411,ancora cucina italiana,91356,19647 ventura blvd,8188818411,1
1810,2526,1268,miro,90017,888 wilshire blvd,2139888880,miro,90017,888 wilshire blvd,2139888880,1
1826,2542,1247,berri's pizza cafe,90048,8412 w 3rd st,3238520642,cafe angelino,90048,8735 w 3rd st,3102461177,-1
1837,2549,2492,pistola,90048,8033 w 3rd st,3239519800,pistola,90048,8022 w 3rd st,3239519800,1
1866,2579,3368,vintage enoteca,90046,7554 w sunset blvd,3235125278,vintage enoteca,90046,7554 w sunset blvd,3235125278,1
1882,2592,1411,ball and chain restaurant,90028,1643 n cahuenga blvd,3234652255,ball & chain,90028,1643 n cahuenga blvd,3234652255,1
1897,2606,1449,eagle rock italian bakery,90041,1726 colorado blvd,3232558224,spitz - eagle rock,90041,2506 colorado blvd,3232575600,-1
1920,2625,1247,olio pizzeria & cafe,90048,8075 w 3rd st,,cafe angelino,90048,8735 w 3rd st,3102461177,-1
1948,2656,3157,slicetruck pizza,90025,1523 s bundy dr,3104449550,slicetruck pizza,90025,1523 s bundy dr,3104449550,1
1978,2695,2511,il segreto ristorante belair,90077,2932 n beverly glen cir,3104748644,il segreto ristorante belair,90077,2932 beverly glen cir,3104748644,1
2008,2730,2698,gio cucina napoletana,91436,15826 ventura blvd,8189057446,gio cucina napoletana,91436,15826 ventura blvd,8189057446,1
2019,2745,3002,pizza pauls,90029,4330 melrose ave,3236631219,gracie's pizza,90029,4330 melrose ave,3236631219,1
2021,2747,2899,victorio's,91606,10901 victory blvd.,8187629951,victorio's ristorante,91606,10901 victory blvd,8187629000,1
2040,2776,2877,vittorio ristorante italiano,90272,16646 marquez ave,3104593755,vittorio ristorante & pizzeria,90272,16646 marquez ave,3104593755,1
2049,2786,3152,andre's pizza,90028,7038 hollywood blvd,3234621152,andre's pizza,90028,7038 hollywood blvd,3234621152,1
2050,2787,2006,m bar and restaurant,90038,1253 vine st,3238560036,atch-kotch japanese restaurant,90038,1253 vine st,3234675537,-1
2055,2803,3025,bella coco cafe,90017,1001 wilshire blvd,2136283090,bella coco cafe,90017,1001 wilshire blvd,2136283090,1
2060,2816,2547,panini cafe,90024,10861 lindbrook dr,3104432100,panini cafe,90024,10861 lindbrook dr,3104432100,1
2066,2824,4075,le petit greek,90004,127 n larchmont blvd,3234645160,le pain quotidien - larchmont,90004,113 n larchmont blvd,3234617701,-1
2113,2917,3380,bar moruno,90013,317 s broadway,3233721220,bar moruno,90013,317 s broadway,3233721220,1
2143,2935,507,cabo cantina,90028,6669 hollywood blvd,3233662565,cabo wabo cantina,90028,6801 hollywood blvd,3238601883,-1
2181,2970,48,el nuevo rinconcito oaxaqueno restaurant,90006,3071 w pico blvd,3237341033,el grullense restaurant,90006,2274 w pico blvd,2134879540,-1
2249,3007,1598,paper or plastik cafe,90019,5772 w pico blvd,3239350268,bloom cafe,90019,5544 w pico blvd,3239346900,-1
2261,3012,4004,blacktop coffee,90013,826 e 3rd st,,blacktop coffee,90013,826 e 3rd st,2135998496,1
2274,3026,4309,volcano tea,90025,2111 sawtelle blvd,3104455326,volcano tea house,90025,2111 sawtelle blvd,3104455326,1
2288,3040,3957,paradocs coffee and tea,90019,1032 s fairfax ave,3239652158,paradocs coffee and tea,90019,1032 s fairfax ave,3239652158,1
2306,3062,4159,cafe tropical,90026,2900 w sunset blvd,3236618391,lot 1 cafe,90026,1533 w sunset blvd,2133755142,-1
2313,3084,4318,"perry's cafe, bike, & beach rentals - playa del rey",90293,8255 vista del mar,3109390000,el segundo beach cafe,90293,12501 vista del mar,3102830071,-1
