_id,ltable_ID,rtable_ID,ltable_shop name,ltable_postal code,ltable_street address,ltable_phone number,rtable_shop name,rtable_postal code,rtable_street address,rtable_phone number
1076,1662,4287,Elaine's Bakery & Cafe,90049.0,11677 San Vicente Blvd Ste 317,3104422233.0,Market at M Cafe,90049.0,11678 San Vicente Blvd,3102071122.0
1077,1672,1848,Asian Fusion,90035.0,1710 S Robertson Blvd,4242988247.0,Asian Fusion,90035.0,1710 S Robertson Blvd,4242988247.0
1085,1678,62,El Tepeyac,90033.0,812 N Evergreen Ave,3232678668.0,El Tepeyac Cafe,90033.0,812 N Evergreen Ave,3232681960.0
1103,1695,174,Calle Tacos,90028.0,6508 Hollywood Blvd,3234659100.0,Calle Tacos,90028.0,6508 Hollywood Blvd,3234659100.0
1105,1697,55,B.S. Taqueria,90014.0,514 W 7th St,2136223744.0,BS Taqueria,90014.0,514 W 7th St,2136223744.0
1108,1699,282,Trejo's Tacos,90019.0,1048 S La Brea Ave,3239388226.0,Trejo’s Tacos,90019.0,1048 S La Brea Ave,3239388226.0
1109,1700,72,Cacao Mexicatessen,90041.0,1576 Colorado Blvd,3234782791.0,CaCao Mexicatessen,90041.0,1576 Colorado Blvd,3234782791.0
1116,1706,90,Pez Cantina,90071.0,401 S Grand Ave,2132582280.0,Pez Cantina,90071.0,401 S Grand Ave,2132582280.0
1123,1712,215,El Cholo,90015.0,1037 S Flower St,2137467750.0,El Cholo,90015.0,1037 S Flower St,2137467750.0
1124,1713,71,The Velvet Margarita,90028.0,1612 N Cahuenga Blvd,8774868353.0,Velvet Margarita,90028.0,1612 N Cahuenga Blvd,3234692000.0
1132,1719,50,Yuca's,90027.0,2056 Hillhurst Ave,3236621214.0,Yuca’s,90027.0,2056 Hillhurst Ave,3236621214.0
1134,1722,3,Taqueria Los Anaya,90016.0,4651 W Adams Blvd,3237314070.0,Taqueria Los Anaya,90016.0,4651 W Adams Blvd,3237314070.0
1140,1729,289,Don Antonio's,90064.0,11755 W Pico Blvd,3103122090.0,Don Antonio’s,90064.0,11755 W Pico Blvd,3103122090.0
1147,1738,79,Gloria's Cafe,90034.0,10227 Venice Blvd,3108380963.0,Gloria’s Cafe,90034.0,10227 Venice Blvd,3108380963.0
1151,1739,1616,Chipotle Mexican Grill,90017.0,601 W 7th St,2132832058.0,Seasalt Fish Grill,90017.0,812 W 7th St,2132435700.0
1152,1740,280,Tamayo,90022.0,5300 E. Olympic Blvd.,3232604700.0,Tamayo Restaurant,90022.0,5300 E Olympic Blvd,3232604700.0
1154,1743,3844,Melody's Mexican Kitchen,91335.0,6747 Reseda Blvd,8186099062.0,Melody’s Fresh Mexican Kitchen,91335.0,6747 Reseda Blvd,8186099062.0
1160,1748,41,Cascabel,91802.0,10717 Riverside Dr,8188274210.0,Cascabel,91602.0,10717 Riverside Dr,8189274210.0
1165,1753,221,Los Burritos INC,90028.0,6517 Hollywood Blvd,3234615814.0,Los Burritos,90028.0,6517 Hollywood Blvd,3234615814.0
1166,1754,64,Tere's Mexican Grill,90038.0,5870 Melrose Ave,8667968476.0,Tere’s Mexican Grill,90038.0,5870 Melrose Ave,3234689345.0
1184,1772,350,Clutch,90291.0,427 Lincoln Blvd,3103968749.0,Clutch,90291.0,427 Lincoln Blvd,3103968749.0
1186,1774,3861,El Patron,91356.0,5545 Reseda Blvd,8186433033.0,El Patron,91356.0,5545 Reseda Blvd,8186433033.0
1187,1775,3570,Camacho's Cantina,,1000 Universal Studios Blvd,8186223333.0,Camacho’s Cantina,91608.0,1000 Universal Ctr Dr,8186223333.0
1189,1776,445,Rodeo Mexican Grill,90015.0,1721 W Olympic Blvd,2137385252.0,Rodeo Mexican Grill,90026.0,1721 W Sunset Blvd,2134838311.0
1194,1778,459,Qdoba Mexican Grill,90017.0,655 S Hope St,,Qdoba Mexican Grill,90017.0,655 S Hope St,2135720344.0
1199,1782,504,Tamara's Tamales,90066.0,13352 W Washington Blvd,3103057714.0,Tamara’s Tamales,90066.0,13352 Washington Blvd,3103057714.0
1200,1784,240,La Salsa - Union Bank Plaza,90071.0,445 S. Figueroa Ave.,2136838815.0,Border Grill Downtown LA,90071.0,445 S Figueroa St,2134865171.0
1201,1785,505,Las Anitas,90012.0,26 Olvera Street,2136231153.0,Las Anitas Restaurant,90012.0,26 Olvera St,2136231153.0
1204,1786,323,Sky's Gourmet Tacos,,5408 W Pico Blvd,3239326253.0,Tacos Tamix,90006.0,2402 W Pico Blvd,
1218,1795,229,Diablo Taco,90026.0,3129 W Sunset Blvd,3236664666.0,Diablo,90026.0,3129 W Sunset Blvd,3236664666.0
1223,1798,309,Benito's Taco Shop,90048.0,7912 Beverly Blvd,3239387427.0,Benito’s Taco Shop,90048.0,7912 Beverly Blvd,3239387427.0
1229,1803,131,Nina's Mexican Food,90025.0,1651 Sawtelle Blvd,3104795081.0,Nina’s Mexican Food,90025.0,1651 Sawtelle Blvd,3104795081.0
1230,1804,155,Casita Del Campo,90027.0,1920 Hyperion Ave,3236624255.0,Casita del Campo,90027.0,1920 Hyperion Ave,3236624255.0
1231,1805,42,Tacos El Gavilan,,7070 W Sunset Blvd,,El Paisano,90026.0,1185 W Sunset Blvd,
1238,1805,330,Tacos El Gavilan,,7070 W Sunset Blvd,,Tacos El Unico,90007.0,1375 W Adams Blvd,3237371044.0
1239,1805,491,Tacos El Gavilan,,7070 W Sunset Blvd,,Tacos Como En El D.F. Taco Truck,90018.0,2431 W Washington Blvd,3109484714.0
1244,1805,841,Tacos El Gavilan,,7070 W Sunset Blvd,,Tacos El Gallito Truck,90015.0,917 W Olympic Blvd,
1245,1805,847,Tacos El Gavilan,,7070 W Sunset Blvd,,Last Call Tacos,90026.0,2939 1/2 W Sunset Blvd,3232182327.0
1249,1805,3836,Tacos El Gavilan,,7070 W Sunset Blvd,,Tacos & Mariscos El Parque,90247.0,1124 W Redondo Beach Blvd,3105383000.0
1250,1807,151,Lupe's Burritos,90022.0,4642 E 3rd St,3232666881.0,Lupe’s Burritos,90022.0,4642 E 3rd St,3232666881.0
1256,1815,355,Teresitas Restaurant,90063.0,3826 E 1st St,3232666045.0,La Cocina Restaurant L&F,90063.0,3425 E 1st St,3232627790.0
1257,1815,3554,Teresitas Restaurant,90063.0,3826 E 1st St,3232666045.0,La Perla Restaurant,90063.0,3425 E 1st St,3232624507.0
1263,1822,627,Tacos Clarita,90032.0,5024 Huntington Dr S,3232233844.0,La Pasadita Tacos,90032.0,5434 Huntington Dr S,
1264,1822,654,Tacos Clarita,90032.0,5024 Huntington Dr S,3232233844.0,Tacos Clarita,90032.0,5026 Huntington Dr N,3232233844.0
1276,1843,512,Tacos Los Carnales,90011.0,4370 S Central Ave,3238461135.0,Tacos Los Carnales,90011.0,4370 S Central Ave,3238461135.0
1277,1843,769,Tacos Los Carnales,90011.0,4370 S Central Ave,3238461135.0,Tacos Don Eve,90011.0,4109 S Central Ave,
1287,1853,310,El Comal,90029.0,5465 Santa Monica Blvd,3239621706.0,El Unico Pollo Taquero,90029.0,4481 Santa Monica Blvd,3239068429.0
1295,1863,801,Sergio's Taco,90022.0,6601 E Olympic Blvd,3237262002.0,Sergio’s Tacos,90022.0,6601 Olympic Blvd,3237262002.0
1299,1870,508,Acapulco Mexican Delicatessen,90022.0,929 S Kern Ave,3232660267.0,Acapulco Mexicatessen,90022.0,929 S Kern Ave,3232660267.0
1309,1889,272,Taqueria Vista Hermosa,90007.0,3655 S. Grand Ave. #C5,2137411251.0,Taqueria Vista Hermosa,90007.0,3655 S Grand Ave,2137411251.0
1322,1902,3645,Sandra's & Lolita's Tamales,90022.0,5390 Whittier Blvd,3237222961.0,Lolita’s Tamales,90022.0,6050 Whittier Blvd,3237244222.0
1325,1906,167,Ciro's Restaurant,90033.0,705 N Evergreen Ave,3232695104.0,Ciro’s Restaurant,90033.0,705 N Evergreen Ave,3232695104.0
1326,1908,477,Cemitas Poblanas Elvirita,90063.0,3010 E 1st St,3238810428.0,Elvirita Cemitas Poblanas,90063.0,3010 E 1st St,3238810428.0
1333,1918,366,Burrito King Sunset,90026.0,2109 W Sunset Blvd,2134849859.0,Burrito King Sunset,90026.0,2109 W Sunset Blvd,2134849859.0
1339,1928,3902,Mi Casita Mexicana Restaurant,91040.0,8069 Foothill Bivd,8183525250.0,Mi Casita,91040.0,8069 Foothill Blvd,8183525250.0
1341,1932,3667,Tortas Mexico Restaurant,91604.0,11040 Ventura Blvd,8187602571.0,Tortas Mexico,91604.0,11040 Ventura Blvd.,8187602571.0
1344,1937,247,El Arco Iris,90042.0,5684 York Blvd,3232543401.0,El Arco Iris,90042.0,5684 York Blvd,3232543401.0
1350,1950,450,LA Fuente,90041.0,2256 Colorado Blvd,3232584303.0,La Fuente No 3,90041.0,2256 Colorado Blvd,3232584303.0
1351,1950,977,LA Fuente,90041.0,2256 Colorado Blvd,3232584303.0,La Fuente Rest Bar & Grill,90041.0,2256 Colorado Blvd,3232588394.0
1353,1953,3944,El Indio Mexicano Restaurant,91325.0,17019 Roscoe Blvd,8187059259.0,El Indio Mexicano Restaurant,91325.0,17019 Roscoe Blvd,8187059259.0
1354,1954,300,El Gran Burrito,90029.0,4716 Santa Monica Blvd,3236658720.0,El Comal,90029.0,5465 Santa Monica Blvd,3239621706.0
1357,1954,679,El Gran Burrito,90029.0,4716 Santa Monica Blvd,3236658720.0,El Taqueria Huracan,90029.0,4525-4537 Santa Monica Blvd,3235822640.0
1361,1958,963,Tacos Manzano,91601.0,11160 Burbank Blvd,8186239599.0,Tacos Manzano,91601.0,11160 Burbank Blvd,8186239599.0
1364,1963,1587,Pizza World,90036.0,365 S Fairfax Ave,3236532896.0,Pizza World,90036.0,365 S Fairfax Ave,3236532896.0
1366,1964,278,my taco,90042.0,6300 York Blvd,3232562698.0,My Taco,90042.0,6300 York Blvd,3232562698.0
1367,1965,620,Taco House,90013.0,340 S Hill St,2136252700.0,Ye Olde Taco House #1,90013.0,340 S Hill St,2136252700.0
1370,1968,684,La Cabana Restaurant Fourth Street,90033.0,2931 East 4th Street,3232610703.0,La Cabana Restaurant,90033.0,2931 E 4th St,3232610703.0
1398,2004,423,Fat Burrito,90022.0,4504 Floral Dr,3232663514.0,Fat Burrito,90022.0,4504 Floral Dr,3232663514.0
1399,2005,48,Tacos El Compita,,4477 W Pico Blvd,,El Grullense Restaurant,90006.0,2274 W Pico Blvd,2134879540.0
1406,2005,491,Tacos El Compita,,4477 W Pico Blvd,,Tacos Como En El D.F. Taco Truck,90018.0,2431 W Washington Blvd,3109484714.0
1430,2015,7,Casa la Dona,90014.0,800 S Main St,2136277441.0,Casa La Doña,90014.0,800 S Main St,2136277441.0
1431,2017,473,Villa Sombrero,90042.0,6101 York Blvd,3232569784.0,Villa Sombrero,90042.0,6101 York Blvd,3232569014.0
1469,2068,145,Juquila Restaurant,90025.0,11619 Santa Monica Blvd,3103121079.0,Juquila Restaurant,90025.0,11619 Santa Monica Blvd,3103121079.0
1470,2068,191,Juquila Restaurant,90025.0,11619 Santa Monica Blvd,3103121079.0,Monte Alban Restaurant,90025.0,11929 Santa Monica Blvd,3104447736.0
1474,2073,46,La Canada Taqueria,90019.0,3131 W Pico Blvd,3237333401.0,La Cocinita,90019.0,4379 W Pico Blvd,3239371249.0
1477,2073,1499,La Canada Taqueria,90019.0,3131 W Pico Blvd,3237333401.0,La Cevicheria,90019.0,3809 W Pico Blvd,3237321253.0
1487,2084,3843,El Monge Loco Tortas Gigantes,,3130 S Wester Ave,3234072953.0,El Pollo Loco,91205.0,235 S Glendale Ave,8185450700.0
1496,2093,565,Taqueria La Que Si Llena,90063.0,3630 E Cesar E Chavez Ave,3232611864.0,La Blanquita Carniceria,90063.0,4136 E Cesar E Chavez Ave,3232650020.0
1497,2093,715,Taqueria La Que Si Llena,90063.0,3630 E Cesar E Chavez Ave,3232611864.0,La Que Si Llena Taqueria,90006.0,3600 E Cesar Chavez,3232611864.0
1501,2096,189,El Atacor No 6,90026.0,1378 W Sunset Blvd,2134817579.0,El Compadre,90026.0,1449 W Sunset Blvd,2132504505.0
1509,2101,988,Rigo's Tacos,91325.0,8707 Lindley Ave,8187178506.0,Rigo’s Taco 9,91325.0,8707 Lindley Ave,8187178506.0
1512,2106,827,Taco Rapido,90001.0,7401 S Alameda St,3232779654.0,El Taco Rapido,90001.0,7401 Alameda St,3232779497.0
1516,2107,419,La Morena Bakery and Tortilleria,90033.0,2106 E Cesar E Chavez Ave,3232661336.0,La Parrilla,90033.0,2126 E Cesar E Chavez Ave,3232623434.0
1526,2108,1703,Tarascos Mexican Restaurant,90026.0,3319 W Sunset Blvd,3236693300.0,Mae Ploy Restaurant,90026.0,2606 W Sunset Blvd,2133539635.0
1530,2111,343,Maria's Mexican Restaurant,90731.0,2215 S Pacific Ave,3108336666.0,Mariscos Maria’s Restaurant,90007.0,2215 S Vermont Ave,3237313108.0
1534,2115,3659,El Gallo Giro,91402.0,8309 Van Nuys Blvd,8188915533.0,El Gallo Giro,91402.0,8309 Van Nuys Blvd,8188915533.0
1546,2131,877,Tacos Los Tomateros,90001.0,7673 S Alameda St,3233389500.0,Tacos Los Tomateros,90001.0,7673 S Alameda St,
1554,2142,933,Taqueria Montes,90001.0,1911 E Gage Ave,3235822358.0,Taqueria Montes,90001.0,1911 Gage Ave,3235822358.0
1555,2144,302,Cilantro Always Fresh Mexican Grill,90015.0,1359 S Main St,2137483900.0,Cilantro Always Fresh,90057.0,1359 S Main St,2137483900.0
1560,2147,544,Tacos El Korita,,E Olympic Blvd and Herbert Ave,,Tacos El Capitan,90023.0,3750 E Olympic Blvd,
1563,2147,806,Tacos El Korita,,E Olympic Blvd and Herbert Ave,,Tacos Jeesy’s,90189.0,Cesar E Chavez Blvd & S Carmelita Ave,
1566,2148,627,La Pasadita Tacos,90032.0,5434 Huntington Dr S,,La Pasadita Tacos,90032.0,5434 Huntington Dr S,
1567,2150,2164,Golfo De Fonseca Restaurant,91331.0,9761 Laurel Canyon Blvd,8188349492.0,Cocohut Thai Restaurant,91331.0,10690 Laurel Canyon Blvd,8183026145.0
1568,2152,767,Antojitos Carmen Restaurant,90033.0,2510 E Cesar E Chavez Ave,3232641451.0,Las Flautas Restaurant,90033.0,2715 E Cesar E Chavez Ave,3232635215.0
1577,2181,139,Lupita's Restaurant Idell,90065.0,2634 Idell Street,3232237835.0,Lupita’s Restaurant,90065.0,2634 Idell St,3232237835.0
1581,2190,222,La Barbacha,90033.0,2510 E Cesar E Chavez Ave,3232641451.0,La Chispa De Oro,90033.0,2217 E Cesar E Chavez Ave,3235260793.0
1582,2190,260,La Barbacha,90033.0,2510 E Cesar E Chavez Ave,3232641451.0,La Barbacha,90033.0,2510 E Cesar Chavez Ave,3232641451.0
1585,2197,3889,Taqueria El Tapatio,91367.0,22806 Victory Blvd,8188836142.0,Taqueria El Tapatio,91367.0,22806 Victory Blvd,8188836142.0
1587,2203,258,Martita's Mexican Restaurant,90031.0,2657 Pasadena Ave,3232275752.0,Martita’s Mexican Restaurant,90031.0,2657 Pasadena Ave,3232275752.0
1597,2207,969,Tacos Y Burritos El Texano,90033.0,2308 E 4th St,3235471831.0,Tacos De Los Primos,90033.0,1908 E 4th St,3234707315.0
1605,2212,639,El Kiosko Mexican Grill & Events,90063.0,3534 E 1st St,3232663301.0,El Kiosko Mexican Grill,90063.0,3534 E First St,3232663301.0
1611,2222,4356,San Vicente Cafe,90048.0,6310 San Vicente Blvd,3239395055.0,Le Pain Quotidien - San Vicente,90049.0,13050 San Vicente Blvd,3103938185.0
1626,2240,1553,Amanecer Salvadoreno,90005.0,3059 West 8th Street,2133822591.0,El Amanecer Salvadoreno,90005.0,3059 W 8th St,2133822591.0
1638,2263,28,Tio Pepe,90023.0,3578 E 8th St,3232646453.0,Tio Pepe,90023.0,3578 E 8th St,3232646453.0
1648,2282,110,Garduno's Taco Queen,90022.0,5144 E Beverly Blvd,3232684480.0,Fish Taco Express,90022.0,5144 E Beverly Blvd,3232648233.0
1652,2290,1968,Shin Ramen,90028.0,1655 N La Brea Ave,3238744692.0,Shin Ramen,90028.0,1655 N La Brea Ave,3238744692.0
1654,2294,1811,Yojie Japanese Fondue and Sake Bar,90015.0,501 W Olympic Blvd Unit 102,2139888808.0,Triple 8 China Bar & Grill,90015.0,800 W Olympic Blvd,2137473700.0
1658,2297,1185,Sushi House,90064.0,12013 W Pico Blvd,3104791507.0,The Six Chow House,90064.0,10668 W Pico Blvd,3108376662.0
1660,2297,2407,Sushi House,90064.0,12013 W Pico Blvd,3104791507.0,Sushi House,90064.0,12013 W Pico Blvd,3104791507.0
1662,2300,2248,The Ramen Joint,90045.0,6220 W 87th Street,4242279328.0,The Ramen Joint,90045.0,6220 W 87th St,4242279328.0
1663,2301,4522,Mikawaya,90012.0,118 Japanese Village Plaza Mall,2136241681.0,Mikawaya,90012.0,118 Japanese Village Plaza Mall,2136241681.0
1669,2310,4359,Sake House by Hikari,90020.0,3465 W 6th St,2133894000.0,Cake House,90020.0,3500 W 6th St,2134870404.0
1673,2313,2129,Waba Grill,90029.0,1134 N Vermont Ave,3236609222.0,WaBa Grill,90029.0,1134 N. Vermont Ave.,3236609222.0
1679,2326,1483,Otomisan Restaurant,90033.0,2506 East 1st Street,3232682421.0,Otomisan Restaurant,90033.0,2506 E 1st St,3235261150.0
1683,2328,1538,Aki Restaurant,90025.0,11513 Santa Monica Blvd,3104798406.0,Jin Jiang Restaurant,90025.0,11057 Santa Monica Blvd,3104447171.0
1688,2334,2000,San Sai Japanese Grill,90045.0,8601 Lincoln Blvd,3106495000.0,Kanpai Japanese Sushi Bar & Grill,90045.0,8325 Lincoln Blvd,3103387223.0
1691,2345,1927,Kabosu,,10155 Riverside Dr,8186234425.0,Kabosu,91602.0,10155 Riverside Dr,8186234425.0
1712,2389,2265,Mia Sushi,90041.0,4741 Eagle Rock Blvd,3232562562.0,Mia Sushi,90041.0,4741 Eagle Rock Blvd,3232562562.0
1714,2398,1800,En Sushi,90025.0,11651 Santa Monica Blvd,3104771551.0,BAD Sushi,90025.0,11617 Santa Monica Blvd,3104794910.0
1726,2424,158,Yoshinoya Beef Bowl Restaurant,90007.0,2215 S Vermont Ave,3237321516.0,La Barca Restaurant,90007.0,2414 S Vermont Ave,3237356567.0
1731,2449,1245,Ginza YA Bakery,90013.0,333 S Alameda St Ste 106,2136261904.0,Honda Ya Izakaya,90013.0,333 S Alameda St,2136251184.0
1735,2454,1249,Bossa Nova,90046.0,7181 W Sunset Blvd,3234367999.0,Bossa Nova on Sunset,90046.0,7181 W Sunset Blvd,3234367999.0
1736,2456,1447,Maccheroni Republic,90013.0,332 S Broadway,2133469725.0,Maccheroni Republic,90013.0,332 S Broadway,2133469725.0
1739,2458,1806,DeSano Pizza Bakery,90029.0,4969 Santa Monica Blvd,8436374225.0,DeSano Pizza Bakery,90029.0,4959 Santa Monica Blvd,3239137000.0
1740,2458,2927,DeSano Pizza Bakery,90029.0,4969 Santa Monica Blvd,8436374225.0,Pizza Hut,90029.0,4629 W Santa Monica Blvd.,3236630400.0
1741,2459,2459,The Factory Kitchen,90013.0,1300 Factory Pl Ste 101,2139966000.0,The Factory Kitchen,90013.0,1300 Factory Pl,2139966000.0
1752,2470,2480,Miceli's,90068.0,3655 Cahuenga Blvd W,3238513344.0,Miceli’s,90068.0,3655 Cahuenga Blvd W,3238513344.0
1753,2471,1021,Masa of Echo Park,90026.0,1800 W Sunset Blvd,2139891558.0,Masa of Echo Park,90026.0,1800 W Sunset Blvd,2139891558.0
1770,2484,1430,Osteria La Buca,90038.0,5210 1/2 Melrose Ave,3234621900.0,Osteria La Buca,90038.0,5210 Melrose Ave,3234621900.0
1776,2490,2651,Cantalini's Salerno Beach Restaurant,90293.0,193 Culver Blvd,3108210018.0,Cantalini’s Salerno Beach Restaurant,90293.0,193 Culver Blvd,3108210018.0
1777,2491,2544,La Piazza Ristorante,90036.0,189 The Grove Dr,3239335050.0,La Piazza,90036.0,189 The Grove Dr,3239335050.0
1789,2506,2549,800 Degree,90024.0,10889 Lindbrook Dr,4242395010.0,800 Degrees Neapolitan Pizzeria,90024.0,10889 Lindbrook Dr,3104431911.0
1792,2509,2636,EnjoEat Classico,90252.0,3918 Van Buren Pl,3108377004.0,EnjoEAT Espresso & Classico,90232.0,3912 Van Buren Pl,3108377002.0
1797,2514,1747,Jon & Vinny's,90036.0,412 N Fairfax Ave,3233343369.0,Jon & Vinny’s,90036.0,412 N Fairfax Ave,3233343369.0
1799,2516,2657,Barrique,90291.0,796 Main St,3103999010.0,Barrique,90291.0,796 Main St,3103999010.0
1802,2519,3341,Neil's Pasta & Seafood Grill,90731.0,383 W 5th St,3105483495.0,Neil’s Pasta & Seafood Grill,90731.0,383 W 5th St,3105483495.0
1808,2526,2535,Pitfire Pizza Company,90046.0,801 N Fairfax Ave,3235446240.0,Pitfire Artisan Pizza,90046.0,801 N Fairfax Ave,3235446240.0
1810,2528,2499,Village Pizzeria,90004.0,131 N Larchmont Blvd,3234655566.0,Village Pizzeria,90004.0,131 N Larchmont Blvd,3234655566.0
1814,2533,2605,Il Fornaio,,6320 Topanga Canyon Blvd,8182971700.0,II Fornaio,91367.0,6320 Topanga Canyon Blvd.,8182971700.0
1820,2539,2495,La Bruschetta Ristorante,90024.0,1621 Westwood Blvd,3104771052.0,La Bruschetta Ristorante,90024.0,1621 Westwood Blvd,3104771052.0
1822,2541,2515,Alimento,90026.0,1720 Silver Lake Blvd,,Alimento,90026.0,1710 Silver Lake Blvd,3239282888.0
1824,2543,1207,Berri's Pizza Cafe,90048.0,8412 W 3rd St,3238520642.0,Toast Bakery Cafe,90048.0,8221 W 3rd St,3236555018.0
1826,2543,2557,Berri's Pizza Cafe,90048.0,8412 W 3rd St,3238520642.0,Berri’s Cafe,90048.0,8412 W 3rd St,3238520642.0
1827,2543,2612,Berri's Pizza Cafe,90048.0,8412 W 3rd St,3238520642.0,D’Amore’s Pizza,90048.0,8369 W 3rd St,3239510070.0
1833,2547,3229,Vito's Pizza,90069.0,846 N La Cienega Blvd,3106526859.0,Domino’s Pizza,90069.0,902 N La Cienega Blvd,3108551899.0
1837,2551,2729,Antonio's Pizzeria & Italian Restaurant,91423.0,13619 Ventura Blvd,8187881103.0,Antonio’s Pizzeria & Italian Restaurant,91423.0,13619 Ventura Blvd,8187881103.0
1847,2559,3171,Pizza Studio,90007.0,3584 S Figueroa St,2137636123.0,Domino’s Pizza,90007.0,2803 S Figueroa St,2137469999.0
1860,2572,2554,Il Moro,,11400 W Olympic Blvd,3105753530.0,Il Moro Restaurant,90064.0,11400 W Olympic Blvd,3105753530.0
1866,2581,3337,Sorrento's Pizza House,90732.0,2428 S Western Ave,3105475129.0,Sorrento’s Restaurant,90732.0,2428 S Western Ave,3108322820.0
1867,2581,3339,Sorrento's Pizza House,90732.0,2428 S Western Ave,3105475129.0,Domenick’s Pizza House,90275.0,28360 S Western Ave,3108310881.0
1874,2587,3340,Niko's Pizza,90014.0,399 W 6th St,3102411400.0,Los Angeles New York Pizza,90014.0,518 W. 6th St.,2136141100.0
1882,2594,3119,Reno's Pizzeria & Restaurant,91604.0,11412 Ventura Blvd,8187631088.0,Reno’s Pizzeria & Restaurant,91604.0,11412 Ventura Blvd,8187631088.0
1886,2599,2509,Enzo & Angela,90025.0,11701 Wilshire Blvd,3104773880.0,Enzo & Angela,90025.0,11701 Wilshire Blvd,3104773880.0
1892,2603,2895,Ciabatta Bar Cucina Italiana,90028.0,6464 W Sunset Blvd,3235001121.0,Obica Mozzarella Bar Pizza e Cucina,90069.0,8630 W Sunset Blvd,3103605983.0
1897,2607,1540,Eagle Rock Italian Bakery,90041.0,1726 Colorado Blvd,3232558224.0,Cindy’s Eagle Rock,90041.0,1500 Colorado Blvd,3232577375.0
1902,2609,2795,Deanos Gourmet Pizza,90036.0,6333 West 3rd Street,3239356373.0,Deano’s Gourmet Pizza,90036.0,6333 W 3rd St,3239356373.0
1905,2611,3043,Nicola's Kitchen,91364.0,20969 Ventura Blvd Ste 14,8188839477.0,Nicola’s Kitchen,91364.0,20969 Ventura Blvd,8188839477.0
1912,2618,2762,LaRocco's Pizzeria,90045.0,8806 S Sepulveda Blvd,3106420029.0,Martini’s Pizzeria,90045.0,6503 S Sepulveda Blvd,3106706551.0
1920,2626,2557,Olio Pizzeria & Cafe,90048.0,8075 W 3rd St,,Berri’s Cafe,90048.0,8412 W 3rd St,3238520642.0
1926,2632,2640,Apollonia's Pizzeria,90036.0,5176 Wilshire Blvd,,Apollonia’s Pizzeria,90036.0,5176 Wilshire Blvd,3239372823.0
1947,2657,3158,Slicetruck Pizza,90025.0,1523 S Bundy Dr,3104449550.0,Slicetruck Pizza,90025.0,1523 S Bundy Dr,3104449550.0
1948,2659,2642,Hi Pizza Italian Kitchen,90004.0,119 S Western Ave,2133805757.0,Hi Pizza Italian Kitchen,90004.0,119 S Western Ave,2133805757.0
1953,2676,3362,Romano's Macaroni Grill,91324.0,19400 Plummer St,8187252620.0,Romano’s Macaroni Grill,91324.0,19400 Plummer St,8187252620.0
1955,2679,1292,Aroma,90026.0,2903 West Sunset Blvd,3236442833.0,Aroma Restaurant,90026.0,2903 W Sunset Blvd,3236442833.0
1971,2695,1250,Nagila Kosher Pizza & Salads,90035.0,9411 W Pico Blvd,3107880111.0,Got Kosher ?,90035.0,8914 W Pico Blvd,3108581920.0
1973,2695,1698,Nagila Kosher Pizza & Salads,90035.0,9411 W Pico Blvd,3107880111.0,Pico Kosher Deli,90035.0,8826 W Pico Blvd,3102739381.0
1976,2695,2821,Nagila Kosher Pizza & Salads,90035.0,9411 W Pico Blvd,3107880111.0,Shalom Pizza,90035.0,8715 W Pico Blvd,3102712255.0
1978,2700,2845,Crispy Crust,90038.0,1253 Vine St,3234672000.0,Crispy Crust,90038.0,1253 N Vine St,3234672000.0
1989,2715,2668,Tomato Pie,,7751 Melrose Ave,3236539993.0,Tomato Pie Pizza Joint,90046.0,7751 1/2 Melrose Ave,3236539993.0
1999,2724,1050,Luca on Sunset,90046.0,7950 W Sunset Blvd,3238222900.0,The Den on Sunset,90046.0,8226 W Sunset Blvd,3236560336.0
2006,2729,2531,Lucia's Cafe,90024.0,10974 Le Conte Ave,3104430123.0,Lucia’s Cafe,90024.0,10974 Le Conte Ave,3104430123.0
2008,2737,3334,Pizza Cookery,91344.0,10371 Balboa Blvd,8183637705.0,Pizza Cookery,91344.0,10371 Balboa Blvd,8183637705.0
2010,2739,2235,Matteo's,90064.0,2321 Westwood Blvd,3104754521.0,Matteo’s,90064.0,2321 Westwood Blvd,3104754521.0
2013,2744,70,Amalfi Restaurant and Bar,90036.0,143 N La Brea Ave,3239382504.0,Candela Taco Bar & Lounge,90036.0,831 S La Brea Ave,3239360533.0
2019,2747,2580,A Little Taste of Hoboken,90064.0,2323 Westwood Blvd,3104741109.0,Hoboken,90064.0,2323 Westwood Blvd,3104741109.0
2021,2750,3224,Brooklyn Pizzeria & Italian FD,91335.0,6745 Tampa Ave,8183442473.0,Brooklyn Pizzeria & Italian Food,91335.0,6745 Tampa Ave,8183442473.0
2030,2770,720,Brooklyn Pizza,90035.0,9228 W Pico Blvd,3105509992.0,Kosher Pizza Station,90035.0,8965 W Pico Blvd,3102768708.0
2032,2770,2692,Brooklyn Pizza,90035.0,9228 W Pico Blvd,3105509992.0,Brooklyn Pizza,90035.0,9228 W Pico Blvd,3105509992.0
2033,2770,2821,Brooklyn Pizza,90035.0,9228 W Pico Blvd,3105509992.0,Shalom Pizza,90035.0,8715 W Pico Blvd,3102712255.0
2037,2775,3192,Santino's NY Pizza,91423.0,4319 Woodman Ave,8187843226.0,Santino’s NY Pizza,91423.0,4319 Woodman Ave,8187843226.0
