_id,ltable_ID,rtable_ID,ltable_shop name,ltable_postal code,ltable_street address,ltable_phone number,rtable_shop name,rtable_postal code,rtable_street address,rtable_phone number,label
413,433,4439,Jung Won Paik Noodle House,90006,2716 W Olympic Blvd,2133870410,New Seoul Hotel Coffee House,90006,2666 W Olympic Blvd,2133846314,0
415,440,1185,Back House,90064,10915 W Pico Blvd,3104816800,The Six Chow House,90064,10668 W Pico Blvd,3108376662,0
427,470,2682,Bistro Ka Japanese Restaurant,,6600 Topanga Canyon Blvd Unit 2010A,8183401300,Caprese Restaurant,91311,9777 Topanga Canyon Blvd 2,8187097054,0
459,510,2293,Golden City Restaurant,90012,960 N Hill St,2132532660,Foo Chow Restaurant,90012,949 N Hill St,2134851294,0
476,550,3818,Mogo's Restaurant,91403,4454 Van Nuys Blvd Ste K,8187836646,La Fogata Mexican Restaurant,91403,5142 Van Nuys Blvd,8185019065,0
494,591,1606,Lin's Chinese Cuisine,90064,11668 W Pico Blvd,3104788892,Bossa Nova Brazilian Cuisine,90064,10982 W Pico Blvd,3104410404,0
499,595,2050,Vip Chinese Restaurant,90005,705 S Western Ave,2133898532,Lemon Tree Kids and Family Restaurant,90005,621 S Western Ave,2133800038,0
500,595,2385,Vip Chinese Restaurant,90005,705 S Western Ave,2133898532,E-Moon Oak Restaurant,90005,869 S Western Ave,2133878899,0
516,617,4421,Jin Jiang Restaurant,90025,11057 Santa Monica Blvd,3104447171,Santa Monica Restaurant & Cafe,90025,12340 Santa Monica Blvd,3102078888,0
520,629,3180,Ok Chinese Restaurant,91405,7400 Van Nuys Blvd,8189885622,Chit Chat Restaurant Cafe Lounge,91405,7115 Van Nuys Blvd,8187862424,0
548,706,4099,The Griddle Cafe,90046,7916 W Sunset Blvd,3238740377,Elderberries Threefold Cafe,90046,7564 W Sunset Blvd,3238510700,0
568,730,2557,Toast Bakery Cafe,90048,8221 W 3rd St,3236555018,Berri’s Cafe,90048,8412 W 3rd St,3238520642,0
583,751,2895,Rainbow Bar & Grill,90069,9015 W Sunset Blvd,3102784232,Obica Mozzarella Bar Pizza e Cucina,90069,8630 W Sunset Blvd,3103605983,0
598,776,678,Johnny Rockets Hollywood & Highland,90028,6801 Hollywood Blvd Ste 325,,Baja Hollywood,90028,6801 Hollywood Blvd,3234640935,0
609,786,1193,Tiago Coffee Bar & Kitchen,90028,7080 Hollywood Blvd,3234665600,Public Kitchen and Bar,90028,7000 Hollywood Blvd,3237698888,0
638,837,1119,Du-par's Restaurant & Bakery,90036,6333 W. 3rd St.,3239338446,Andre’s Italian Restaurant,90036,6332 W 3rd St,3239351246,0
641,838,2815,Fat Sal's,90028,1300 N Highland Ave,8556824373,Fat Tomato Pizza,90028,1429 N Highland Ave,3239628833,0
735,973,4076,Larchmont Bungalow,90004,107 N Larchmont Blvd,3234611528,Le Pain Quotidien - Larchmont,90004,113 N Larchmont Blvd,3234617701,0
736,974,3341,22nd Street Landing Seafood Grill & Bar,90731,141 W 22nd St Ste A,3105484400,Neil’s Pasta & Seafood Grill,90731,383 W 5th St,3105483495,0
741,984,4586,LA Cafe,90014,639 S Spring St,2136123000,Manuel Cafe,90014,808 S Spring St,,0
754,1002,1672,Nick's Coffee Shop & Deli,90035,8536 W Pico Blvd,3106523567,Label’s Table Deli,90035,9226 W Pico Blvd,3102760388,0
757,1002,4394,Nick's Coffee Shop & Deli,90035,8536 W Pico Blvd,3106523567,The Coffee Bean & Tea Leaf,90035,9541 W Pico Blvd,3102829907,0
777,1043,1207,Doughboys Cafe,,8136 W 3rd St,3238521020,Toast Bakery Cafe,90048,8221 W 3rd St,3236555018,0
778,1043,1248,Doughboys Cafe,,8136 W 3rd St,3238521020,Cafe Angelino,90048,8735 W 3rd St,3102461177,0
805,1091,4393,Pico Deli,90035,8826 W Pico Blvd,3102739381,Pico Cafe,90035,8944 W Pico Blvd,3103859592,0
846,1169,4297,The Brentwood,90049,148 S Barrington Ave,3104763511,Cafe Brentwood,90049,150 S Barrington Ave,3104720766,0
887,1244,3997,Sunset Junction Coffee Shop,90029,3916 W Sunset Blvd,3236611600,Dinosaur Coffee,90029,4334 W Sunset Blvd,,0
895,1256,1772,The Third Stop,90048,8636 W 3rd St,3102733605,Joan’s on Third,90048,8350 W 3rd St,3236552285,0
938,1317,250,Taco Fiesta,,4501 N Figueroa St,3232235478,Viva Taco Azteca,90042,5138 N Figueroa St,8188630577,0
949,1334,610,Billingsley's Restaurant,90064,11326 W Pico Blvd,3104771426,Rancho Park Gardens Restaurant,90064,10460 W Pico Blvd,3108397750,0
950,1334,1390,Billingsley's Restaurant,90064,11326 W Pico Blvd,3104771426,Gulp Restaurant & Brew Pub,90064,10928 W Pico Blvd,3104740007,0
972,1380,1500,Mimi's Cafe,90039,2925 Los Feliz Blvd,3236681715,The Village Bakery and Cafe,90039,3119 Los Feliz Blvd,3236628600,0
992,1425,3461,Daily Grill Brentwood,90049,11677 San Vicente Blvd.,3104420044,Gaucho Grill,90049,11754 San Vicente Blvd,3104477898,0
997,1442,1961,Dave & Buster's Restaurant,90045,6081 Center Dr,3108469950,Kabuki Japanese Restaurant,90045,6081 Center Dr,3106415524,0
1007,1455,2435,Little Bar,90036,757 S La Brea Ave,3239379210,La Brea Ramen Bar,90036,850 S La Brea Ave,3235499486,0
1011,1478,2337,Pipers Restaurant,90004,222 N Western Ave,3234657701,Wassada Restaurant,90004,377 N Western Ave,3234643006,0
1016,1491,4213,59th & Lex Cafe,,10250 Santa Monica Blvd,3107727189,Hudson Lobby Cafe,90038,6541 Santa Monica Blvd,3233569969,0
1017,1491,4229,59th & Lex Cafe,,10250 Santa Monica Blvd,3107727189,Cafe Chez Marie,90025,10681 Santa Monica Blvd,3104752949,0
1019,1491,4421,59th & Lex Cafe,,10250 Santa Monica Blvd,3107727189,Santa Monica Restaurant & Cafe,90025,12340 Santa Monica Blvd,3102078888,0
1025,1508,142,Comfort LA,90021,1110 E. 7th St,2135370844,La Reyna Restaurant,90021,2000 E 7th St,2136249879,0
1029,1518,445,Good Microbrew & Grill,90026,3725 W Sunset Blvd,3236603645,Rodeo Mexican Grill,90026,1721 W Sunset Blvd,2134838311,0
1044,1552,1249,Sunset Grill Hollywood,90046,7439 W Sunset Blvd,3238515557,Bossa Nova on Sunset,90046,7181 W Sunset Blvd,3234367999,0
1047,1552,2184,Sunset Grill Hollywood,90046,7439 W Sunset Blvd,3238515557,TOI On Sunset,90046,7505 1/2 W Sunset Blvd,3238748062,0
1062,1617,2134,Smith and Cohen Grill Deli Bar,90025,10351 Santa Monica Blvd,3104324361,Kotoya Japanese Ramen & Bar,90025,11901 Santa Monica Blvd,3104771199,0
1065,1625,1056,La Fe,90026,1525 W. Sunset Blvd.,2134819896,Haché LA,90026,3319 W Sunset Blvd,3239282963,0
1151,1739,1616,Chipotle Mexican Grill,90017,601 W 7th St,2132832058,Seasalt Fish Grill,90017,812 W 7th St,2132435700,0
1200,1784,240,La Salsa - Union Bank Plaza,90071,445 S. Figueroa Ave.,2136838815,Border Grill Downtown LA,90071,445 S Figueroa St,2134865171,0
1204,1786,323,Sky's Gourmet Tacos,,5408 W Pico Blvd,3239326253,Tacos Tamix,90006,2402 W Pico Blvd,,0
1245,1805,847,Tacos El Gavilan,,7070 W Sunset Blvd,,Last Call Tacos,90026,2939 1/2 W Sunset Blvd,3232182327,0
1249,1805,3836,Tacos El Gavilan,,7070 W Sunset Blvd,,Tacos & Mariscos El Parque,90247,1124 W Redondo Beach Blvd,3105383000,0
1250,1807,151,Lupe's Burritos,90022,4642 E 3rd St,3232666881,Lupe’s Burritos,90022,4642 E 3rd St,3232666881,0
1256,1815,355,Teresitas Restaurant,90063,3826 E 1st St,3232666045,La Cocina Restaurant L&F,90063,3425 E 1st St,3232627790,0
1257,1815,3554,Teresitas Restaurant,90063,3826 E 1st St,3232666045,La Perla Restaurant,90063,3425 E 1st St,3232624507,0
1263,1822,627,Tacos Clarita,90032,5024 Huntington Dr S,3232233844,La Pasadita Tacos,90032,5434 Huntington Dr S,,0
1277,1843,769,Tacos Los Carnales,90011,4370 S Central Ave,3238461135,Tacos Don Eve,90011,4109 S Central Ave,,0
1354,1954,300,El Gran Burrito,90029,4716 Santa Monica Blvd,3236658720,El Comal,90029,5465 Santa Monica Blvd,3239621706,0
1357,1954,679,El Gran Burrito,90029,4716 Santa Monica Blvd,3236658720,El Taqueria Huracan,90029,4525-4537 Santa Monica Blvd,3235822640,0
1398,2004,423,Fat Burrito,90022,4504 Floral Dr,3232663514,Fat Burrito,90022,4504 Floral Dr,3232663514,0
1470,2068,191,Juquila Restaurant,90025,11619 Santa Monica Blvd,3103121079,Monte Alban Restaurant,90025,11929 Santa Monica Blvd,3104447736,0
1477,2073,1499,La Canada Taqueria,90019,3131 W Pico Blvd,3237333401,La Cevicheria,90019,3809 W Pico Blvd,3237321253,0
1487,2084,3843,El Monge Loco Tortas Gigantes,,3130 S Wester Ave,3234072953,El Pollo Loco,91205,235 S Glendale Ave,8185450700,0
1497,2093,715,Taqueria La Que Si Llena,90063,3630 E Cesar E Chavez Ave,3232611864,La Que Si Llena Taqueria,90006,3600 E Cesar Chavez,3232611864,0
1509,2101,988,Rigo's Tacos,91325,8707 Lindley Ave,8187178506,Rigo’s Taco 9,91325,8707 Lindley Ave,8187178506,0
1516,2107,419,La Morena Bakery and Tortilleria,90033,2106 E Cesar E Chavez Ave,3232661336,La Parrilla,90033,2126 E Cesar E Chavez Ave,3232623434,0
1526,2108,1703,Tarascos Mexican Restaurant,90026,3319 W Sunset Blvd,3236693300,Mae Ploy Restaurant,90026,2606 W Sunset Blvd,2133539635,0
1563,2147,806,Tacos El Korita,,E Olympic Blvd and Herbert Ave,,Tacos Jeesy’s,90189,Cesar E Chavez Blvd & S Carmelita Ave,,0
1581,2190,222,La Barbacha,90033,2510 E Cesar E Chavez Ave,3232641451,La Chispa De Oro,90033,2217 E Cesar E Chavez Ave,3235260793,0
1654,2294,1811,Yojie Japanese Fondue and Sake Bar,90015,501 W Olympic Blvd Unit 102,2139888808,Triple 8 China Bar & Grill,90015,800 W Olympic Blvd,2137473700,0
1658,2297,1185,Sushi House,90064,12013 W Pico Blvd,3104791507,The Six Chow House,90064,10668 W Pico Blvd,3108376662,0
1660,2297,2407,Sushi House,90064,12013 W Pico Blvd,3104791507,Sushi House,90064,12013 W Pico Blvd,3104791507,0
1669,2310,4359,Sake House by Hikari,90020,3465 W 6th St,2133894000,Cake House,90020,3500 W 6th St,2134870404,0
1679,2326,1483,Otomisan Restaurant,90033,2506 East 1st Street,3232682421,Otomisan Restaurant,90033,2506 E 1st St,3235261150,0
1683,2328,1538,Aki Restaurant,90025,11513 Santa Monica Blvd,3104798406,Jin Jiang Restaurant,90025,11057 Santa Monica Blvd,3104447171,0
1688,2334,2000,San Sai Japanese Grill,90045,8601 Lincoln Blvd,3106495000,Kanpai Japanese Sushi Bar & Grill,90045,8325 Lincoln Blvd,3103387223,0
1714,2398,1800,En Sushi,90025,11651 Santa Monica Blvd,3104771551,BAD Sushi,90025,11617 Santa Monica Blvd,3104794910,0
1739,2458,1806,DeSano Pizza Bakery,90029,4969 Santa Monica Blvd,8436374225,DeSano Pizza Bakery,90029,4959 Santa Monica Blvd,3239137000,0
1824,2543,1207,Berri's Pizza Cafe,90048,8412 W 3rd St,3238520642,Toast Bakery Cafe,90048,8221 W 3rd St,3236555018,0
1833,2547,3229,Vito's Pizza,90069,846 N La Cienega Blvd,3106526859,Domino’s Pizza,90069,902 N La Cienega Blvd,3108551899,0
1867,2581,3339,Sorrento's Pizza House,90732,2428 S Western Ave,3105475129,Domenick’s Pizza House,90275,28360 S Western Ave,3108310881,0
1874,2587,3340,Niko's Pizza,90014,399 W 6th St,3102411400,Los Angeles New York Pizza,90014,518 W. 6th St.,2136141100,0
1892,2603,2895,Ciabatta Bar Cucina Italiana,90028,6464 W Sunset Blvd,3235001121,Obica Mozzarella Bar Pizza e Cucina,90069,8630 W Sunset Blvd,3103605983,0
1912,2618,2762,LaRocco's Pizzeria,90045,8806 S Sepulveda Blvd,3106420029,Martini’s Pizzeria,90045,6503 S Sepulveda Blvd,3106706551,0
1971,2695,1250,Nagila Kosher Pizza & Salads,90035,9411 W Pico Blvd,3107880111,Got Kosher ?,90035,8914 W Pico Blvd,3108581920,0
1976,2695,2821,Nagila Kosher Pizza & Salads,90035,9411 W Pico Blvd,3107880111,Shalom Pizza,90035,8715 W Pico Blvd,3102712255,0
2030,2770,720,Brooklyn Pizza,90035,9228 W Pico Blvd,3105509992,Kosher Pizza Station,90035,8965 W Pico Blvd,3102768708,0
2033,2770,2821,Brooklyn Pizza,90035,9228 W Pico Blvd,3105509992,Shalom Pizza,90035,8715 W Pico Blvd,3102712255,0
2049,2788,2007,M Bar and Restaurant,90038,1253 Vine St,3238560036,Atch-Kotch Japanese Restaurant,90038,1253 Vine St,3234675537,0
2055,2807,3055,Villa Fresh Italian Kitchen,,6600 Topanga Canyon Blvd,8186102640,Cricca’s Italian Deli & Subs,91364,4876 Topanga Canyon Blvd,8183400515,0
2066,2827,3096,Green Olive,91316,17312 Ventura Blvd Ste A,8189222242,Green Cottage,91316,17312 Ventura Blvd,8189222242,0
2135,2936,1268,El Cochinito Restaurant,90026,3508 W Sunset Blvd,3236680737,Taix French Restaurant,90026,1911 W Sunset Blvd,2134841265,0
2140,2936,3368,El Cochinito Restaurant,90026,3508 W Sunset Blvd,3236680737,El Cid Restaurant,90029,4212 W Sunset Blvd,3236680318,0
2141,2936,3385,El Cochinito Restaurant,90026,3508 W Sunset Blvd,3236680737,La Caridad Restaurant,90026,2619 W Sunset Blvd,2134840099,0
2142,2937,507,Cabo Cantina,90028,6669 Hollywood Blvd,3233662565,Cabo Wabo Cantina,90028,6801 Hollywood Blvd,3238601883,0
2159,2958,48,Pollos El Brasero,90006,2281 W Pico Blvd,2133816060,El Grullense Restaurant,90006,2274 W Pico Blvd,2134879540,0
2171,2963,300,El Nuevo San Salvador,90029,5230 Santa Monica Blvd,3236651772,El Comal,90029,5465 Santa Monica Blvd,3239621706,0
2199,2978,2462,Javista Organic Coffee Bar,90028,6707 W Sunset Blvd,3234646707,Ciabatta Bar,90028,6464 W Sunset Blvd,3235001121,0
2249,3009,2399,Paper or Plastik Cafe,90019,5772 W Pico Blvd,3239350268,Powerplant Superfood Cafe,90019,5671 W Pico Blvd,3239652233,0
2255,3010,4421,Cafe Chez Marie,90025,10681 Santa Monica Blvd,3104752949,Santa Monica Restaurant & Cafe,90025,12340 Santa Monica Blvd,3102078888,0
2279,3035,1332,Pico Cafe,90035,8944 W Pico Blvd,3103859592,Bibi’s Bakery & Cafe,90035,8928 W Pico Blvd,3102461788,0
6,6,1523,Katsuya,90028,6300 Hollywood Blvd,3238718777,Katsuya Hollywood,90028,6300 Hollywood Blvd,3233912757,1
9,9,1851,Yang Chow,90012,819 N Broadway,2136250811,Yang Chow,90012,819 N Broadway,2136250811,1
23,21,2076,Chosun Galbee Restaurant,90019,3330 W Olympic Blvd,3237343330,Chosun Galbee,90019,3330 W Olympic Blvd,3237343330,1
50,46,1793,Thai Patio,90027,5273 Hollywood Blvd,3234663894,Thai Patio,90027,5273 Hollywood Blvd,3234663894,1
52,48,692,Kogi BBQ Taco Truck,,,7146974683,Kogi BBQ Truck,91604,Valleyheart Dr at Lankershim Blvd,,1
69,54,2305,Tsujita LA,90025,2057 Sawtelle Blvd,3102310222,Tsujita LA Artisan Noodle Annex,90025,2050 Sawtelle Blvd,3102310222,1
78,67,2144,Cho Oishi,90028,6801 Hollywood Blvd,3234640500,Cho Oishi,90028,6801 Hollywood Blvd,3234640500,1
87,75,1817,Hoy-Ka Thai Noodle House,90028,5908 W Sunset Blvd,3234632979,Hoy-Ka Thai Noodles,90028,5908 Sunset Blvd,3236883558,1
111,102,1373,Sushi Enya,90012,343 E 1st St,,Sushi Enya,90012,343 E 1st St,2136263692,1
117,109,1849,Blossom Restaurant,90013,426 S Main St,2136231973,Blossom Restaurant,90013,426 S Main St,2136231973,1
129,123,1711,Sushi Zo,90034,9824 National Blvd,3108423977,Sushi Zo,90034,9824 National Blvd,4242015576,1
143,144,2256,SHU - Sushi House Unico,90077,2932 1/2 Beverly Glen Circle,3104742740,SHU Sushi House Unico,90077,2932 1/2 Beverly Glen Circle,3104742740,1
147,150,1700,IT'S PHO Hollywood,90028,1821 N Cahuenga Blvd,3233807998,It’s Pho,90028,1821 N Cahuenga Blvd,3233807998,1
148,151,1651,Gyu-Kaku Japanese BBQ Dining,90064,10925 W Pico Blvd,3102348641,Gyu-Kaku Japanese BBQ,90064,10925 W Pico Blvd,3102348641,1
159,159,1353,Far Bar,90012,347 E 1st St,2136179990,Far Bar,90012,347 E 1st St,2136179990,1
190,190,1931,Melanee Thai,90035,9562 W Pico Blvd,3102734066,Melanee Thai,90035,9562 W Pico Blvd,3102734066,1
235,221,1822,Myung Dong Kyoja,,3630 Wilshire Blvd,2133857789,Myung Dong Kyoja,90010,3630 Wilshire Blvd,2133857789,1
268,254,1818,Yuko Kitchen,90036,5484 Wilshire Blvd,3239334020,Yuko Kitchen,90036,5484 Wilshire Blvd,3239334020,1
306,312,1765,Ramayani Westwood,90024,1777 Westwood Blvd,3104773315,Ramayani,90024,1777 Westwood Blvd,3104773315,1
360,380,2335,First Szechuan Wok,90024,10855 Lindbrook Dr,3102087785,First Szechuan Wok,90024,10855 Lindbrook Dr,3102087785,1
419,444,1878,Thai Town Noodle,90027,5136 Hollywood Blvd,3236670934,Pho Thai Town,90027,5136 Hollywood Blvd,3236670934,1
429,482,2059,House of Macau,90028,1600 Vine Street,3237455038,House of Macau,90028,1600 Vine St,3237455038,1
431,488,2022,Roasted Sesame Kitchen,90029,4632 Santa Monica Blvd,3233504641,Roasted Sesame Kitchen,90029,4632 Santa Monica Blvd,3233504641,1
466,528,2434,Hunan Taste,90036,6031 San Vicente Blvd,3239365621,Hunan Tasty - Temp. CLOSED,90036,6031 San Vicente Blvd,3239365621,1
472,545,1911,Chuan CHIM Restaurant,90028,5644 Hollywood Blvd,3234626221,Chuan Chim,90028,5644 Hollywood Blvd,3234626221,1
484,565,2041,Kim Chuy Restaurant,90012,727 North Broadway,2136877215,Kim Chuy Restaurant,90012,727 N Broadway,2136877215,1
518,622,2141,Rene Cafe,90017,1123 West 7th Street,2136899898,Rene Cafe,90017,1123 W 7th St,2136899898,1
558,717,1772,Joan's on Third,90048,8350 W Third St,3236552285,Joan’s on Third,90048,8350 W 3rd St,3236552285,1
563,726,4540,Getty Center Restaurant,90049,1200 Getty Center Dr,3104406810,The Restaurant at The Getty Center,90049,1200 Getty Center Dr,3104406810,1
569,731,1385,The Original Pantry,90017,877 S Figueroa St,2139729279,Original Pantry Cafe,90017,877 S Figueroa St,2139729279,1
625,807,1009,The Little Beast,90041,1496 Colorado Blvd,3233415899,Little Beast Restaurant,90041,1496 Colorado Blvd,3233415899,1
633,831,1413,Tavern,90049,11648 San Vincente Blvd,3108066464,Tavern,90049,11648 San Vicente Blvd,3108066464,1
640,838,1105,Fat Sal's,90028,1300 N Highland Ave,8556824373,Fat Sal’s,90028,1300 N Highland Ave,8556824373,1
676,887,1093,The Village Idiot,90046,7383 Melrose Ave,3236553331,The Village Idiot,90046,7383 Melrose Ave,3236553331,1
680,893,4143,Solar de Cahuenga,90028,1847 Cahuenga Blvd,3234677510,Solar de Cahuenga,90028,1847 N Cahuenga Blvd,3234677510,1
706,941,1169,Fords Filling Station,90015,900 W Olympic Blvd,2137658630,Ford’s Filling Station,90015,900 West Olympic Blvd,2137658600,1
719,956,993,Palomino - Los Angeles,90024,10877 Wilshire Blvd Ste 150,3102081960,Palomino,90024,10877 Wilshire Blvd,3102081960,1
731,971,1566,Sweetie Pie's,91601,5230 Lankershim Blvd,8187611325,Sweetie Pie’s NoHo,91601,5230 Lankershim Blvd,8187611325,1
743,989,1048,Birds Rotisserie Chicken Cafe and Bar,90028,5925 Franklin Ave,3234650175,Birds Rotisserie Chicken Cafe & Bar,90028,5925 Franklin Ave,3234650175,1
745,993,2397,Taylor's Steakhouse,90005,3361 W 8th St,2133828449,Taylor’s Steakhouse,90005,3361 W 8th St,2133828449,1
758,1004,3982,Fratelli Cafe,90046,7200 Melrose Ave,3239382233,Fratelli Cafe,90046,7200 Melrose Ave,3239382233,1
760,1006,1270,Orleans and York Deli,90043,4454 W Slauson Ave,3232918800,Orleans and York Deli,90043,4454 W Slauson Ave,3232918800,1
770,1025,1787,Denny's,90028,5751 West Sunset Blvd,2134648435,Denny’s,90028,5751 Sunset Blvd,3234648435,1
793,1067,1121,The Park's Finest,90026,1267 W Temple St,2134182800,The Park’s Finest,90026,1267 W Temple St,2134812800,1
810,1099,1035,Fundamental,90024,1303 Westwood Blvd,3104447581,fundamental LA,90024,1303 Westwood Blvd,3104447581,1
842,1163,1541,Spare Tire Kitchen & Tavern,90036,5370 Wilshire Blvd,3235252618,Spare Tire,90036,5370 Wilshire Blvd,3235252618,1
851,1173,4329,The Wood Cafe,90066,12000 W Washington Blvd,3109159663,The Wood,90066,12000 W Washington Blvd,3109159663,1
853,1179,1147,Spitz,90012,371 E 2nd St,2136130101,Spitz - Little Tokyo,90012,371 E 2nd St,2136130101,1
865,1204,1114,Black Cat,90029,3909 W Sunset Blvd,3236616369,The Black Cat,90029,3909 W Sunset Blvd,3236616369,1
866,1206,1729,Casey's Irish Bar and Grill,,613 South Grand Ave.,2136292353,Casey’s Irish Pub,90017,613 S Grand Ave,2136292353,1
873,1215,1339,Quality Food & Beverage,90048,8030 W 3rd St,3236585959,Quality Food & Beverage,90048,8030 W 3rd St,3236585959,1
883,1241,4170,Caffe Etc,90028,6371 Selma Ave,3234648824,Caffe Etc,90028,6371 Selma Ave,3234648824,1
888,1246,1407,The Melt,90028,6290 W Sunset Blvd,,The Melt Sunset & Vine,90028,6290 Sunset Blvd,2133444906,1
892,1255,4297,Cafe Brentwood,90049,150 S Barrington Ave,3104720766,Cafe Brentwood,90049,150 S Barrington Ave,3104720766,1
957,1340,1145,Overland Cafe,90034,3601 Overland Ave,3105599999,The Overland,90034,3601 Overland Ave,3105599999,1
974,1380,4450,Mimi's Cafe,90039,2925 Los Feliz Blvd,3236681715,Mimi’s Cafe,90039,2925 Los Feliz Blvd,3236681715,1
995,1431,1384,redwood bar and grill,90012,316 W 2nd St,2136802600,Redwood Bar & Grill,90012,316 W 2nd St,2136802600,1
1030,1526,1173,Lulu's Cafe,90036,7149 Beverly Blvd,3239386095,Lulu’s Cafe,90036,7149 Beverly Blvd,3239386095,1
1085,1678,62,El Tepeyac,90033,812 N Evergreen Ave,3232678668,El Tepeyac Cafe,90033,812 N Evergreen Ave,3232681960,1
1103,1695,174,Calle Tacos,90028,6508 Hollywood Blvd,3234659100,Calle Tacos,90028,6508 Hollywood Blvd,3234659100,1
1105,1697,55,B.S. Taqueria,90014,514 W 7th St,2136223744,BS Taqueria,90014,514 W 7th St,2136223744,1
1108,1699,282,Trejo's Tacos,90019,1048 S La Brea Ave,3239388226,Trejo’s Tacos,90019,1048 S La Brea Ave,3239388226,1
1109,1700,72,Cacao Mexicatessen,90041,1576 Colorado Blvd,3234782791,CaCao Mexicatessen,90041,1576 Colorado Blvd,3234782791,1
1123,1712,215,El Cholo,90015,1037 S Flower St,2137467750,El Cholo,90015,1037 S Flower St,2137467750,1
1134,1722,3,Taqueria Los Anaya,90016,4651 W Adams Blvd,3237314070,Taqueria Los Anaya,90016,4651 W Adams Blvd,3237314070,1
1152,1740,280,Tamayo,90022,5300 E. Olympic Blvd.,3232604700,Tamayo Restaurant,90022,5300 E Olympic Blvd,3232604700,1
1154,1743,3844,Melody's Mexican Kitchen,91335,6747 Reseda Blvd,8186099062,Melody’s Fresh Mexican Kitchen,91335,6747 Reseda Blvd,8186099062,1
1160,1748,41,Cascabel,91802,10717 Riverside Dr,8188274210,Cascabel,91602,10717 Riverside Dr,8189274210,1
1186,1774,3861,El Patron,91356,5545 Reseda Blvd,8186433033,El Patron,91356,5545 Reseda Blvd,8186433033,1
1187,1775,3570,Camacho's Cantina,,1000 Universal Studios Blvd,8186223333,Camacho’s Cantina,91608,1000 Universal Ctr Dr,8186223333,1
1194,1778,459,Qdoba Mexican Grill,90017,655 S Hope St,,Qdoba Mexican Grill,90017,655 S Hope St,2135720344,1
1199,1782,504,Tamara's Tamales,90066,13352 W Washington Blvd,3103057714,Tamara’s Tamales,90066,13352 Washington Blvd,3103057714,1
1218,1795,229,Diablo Taco,90026,3129 W Sunset Blvd,3236664666,Diablo,90026,3129 W Sunset Blvd,3236664666,1
1223,1798,309,Benito's Taco Shop,90048,7912 Beverly Blvd,3239387427,Benito’s Taco Shop,90048,7912 Beverly Blvd,3239387427,1
1229,1803,131,Nina's Mexican Food,90025,1651 Sawtelle Blvd,3104795081,Nina’s Mexican Food,90025,1651 Sawtelle Blvd,3104795081,1
1276,1843,512,Tacos Los Carnales,90011,4370 S Central Ave,3238461135,Tacos Los Carnales,90011,4370 S Central Ave,3238461135,1
1325,1906,167,Ciro's Restaurant,90033,705 N Evergreen Ave,3232695104,Ciro’s Restaurant,90033,705 N Evergreen Ave,3232695104,1
