_id,ltable_ID,rtable_ID,ltable_shop name,ltable_postal code,ltable_street address,ltable_phone number,rtable_shop name,rtable_postal code,rtable_street address,rtable_phone number,label
235,221,1821,myung dong kyoja,,3630 wilshire blvd,2133857789,myung dong kyoja,90010,3630 wilshire blvd,2133857789,1
259,247,1913,wokcano,90046,8000 w sunset blvd,3234509037,wokcano,90046,8000 w sunset blvd,3234509037,1
269,262,1668,feast from the east,90025,1949 westwood blvd,3104750400,feast from the east,90025,1949 westwood blvd,3104750400,1
319,316,4042,pho cafe,,2841 w sunset blvd,2134130888,reggie's deli & cafe,90026,1910 w sunset blvd,2133539263,-1
343,344,2244,dan sungsa,90020,3317 w 6th st,2134879100,sun nong dan,90020,3470 w 6th st,2133650303,-1
354,371,2012,honey pig,90005,3400 w 8th st,2133800256,honey pig,90005,3400 w 8th st,2133800256,1
361,382,1646,zencu sushi and grill,90012,319 e 2nd st ste 206,2136877780,hama sushi,90012,347 e 2nd st,2136803454,-1
374,392,1609,mayflower seafood restaurant,90012,679 n spring st,2136280116,full house seafood restaurant,90012,963 n hill st,2136178382,-1
413,433,4438,jung won paik noodle house,90006,2716 w olympic blvd,2133870410,new seoul hotel coffee house,90006,2666 w olympic blvd,2133846314,-1
415,440,1184,back house,90064,10915 w pico blvd,3104816800,the six chow house,90064,10668 w pico blvd,3108376662,-1
431,488,2021,roasted sesame kitchen,90029,4632 santa monica blvd,3233504641,roasted sesame kitchen,90029,4632 santa monica blvd,3233504641,1
466,528,2433,hunan taste,90036,6031 san vicente blvd,3239365621,hunan tasty - temp. closed,90036,6031 san vicente blvd,3239365621,1
471,544,1460,coral reef,90039,3200 glendale blvd,3236603260,coral reef chinese restaurant,90039,3200 glendale blvd,3236603260,1
484,565,2040,kim chuy restaurant,90012,727 north broadway,2136877215,kim chuy restaurant,90012,727 n broadway,2136877215,1
487,576,4448,howard's cafe,90006,1051 south alvarado street,2133857991,howard's cafe,90006,1051 s alvarado st,2133857991,1
494,591,1605,lin's chinese cuisine,90064,11668 w pico blvd,3104788892,bossa nova brazilian cuisine,90064,10982 w pico blvd,3104410404,-1
516,617,4420,jin jiang restaurant,90025,11057 santa monica blvd,3104447171,santa monica restaurant & cafe,90025,12340 santa monica blvd,3102078888,-1
518,622,2140,rene cafe,90017,1123 west 7th street,2136899898,rene cafe,90017,1123 w 7th st,2136899898,1
537,658,191,best chinese restaurant,90025,12239 santa monica blvd,,monte alban restaurant,90025,11929 santa monica blvd,3104447736,-1
558,717,1771,joan's on third,90048,8350 w third st,3236552285,joan's on third,90048,8350 w 3rd st,3236552285,1
569,731,1384,the original pantry,90017,877 s figueroa st,2139729279,original pantry cafe,90017,877 s figueroa st,2139729279,1
638,837,1118,du-par's restaurant & bakery,90036,6333 w. 3rd st.,3239338446,andre's italian restaurant,90036,6332 w 3rd st,3239351246,-1
676,887,1092,the village idiot,90046,7383 melrose ave,3236553331,the village idiot,90046,7383 melrose ave,3236553331,1
680,893,4142,solar de cahuenga,90028,1847 cahuenga blvd,3234677510,solar de cahuenga,90028,1847 n cahuenga blvd,3234677510,1
723,960,1593,aroma bakery cafe,90046,7373 w sunset blvd,3238508120,aroma bar and grill,90046,7373 w sunset blvd,3238508120,1
736,974,3340,22nd street landing seafood grill & bar,90731,141 w 22nd st ste a,3105484400,neil's pasta & seafood grill,90731,383 w 5th st,3105483495,-1
743,989,1047,birds rotisserie chicken cafe and bar,90028,5925 franklin ave,3234650175,birds rotisserie chicken cafe & bar,90028,5925 franklin ave,3234650175,1
757,1002,4393,nick's coffee shop & deli,90035,8536 w pico blvd,3106523567,the coffee bean & tea leaf,90035,9541 w pico blvd,3102829907,-1
770,1025,1786,denny's,90028,5751 west sunset blvd,2134648435,denny's,90028,5751 sunset blvd,3234648435,1
805,1091,4392,pico deli,90035,8826 w pico blvd,3102739381,pico cafe,90035,8944 w pico blvd,3103859592,-1
851,1173,4328,the wood cafe,90066,12000 w washington blvd,3109159663,the wood,90066,12000 w washington blvd,3109159663,1
865,1204,1113,black cat,90029,3909 w sunset blvd,3236616369,the black cat,90029,3909 w sunset blvd,3236616369,1
872,1214,4578,happy ending bar,90028,7038 w sunset blvd,3234697038,cafe bar,90028,6360 w sunset blvd,3234641524,-1
883,1241,4169,caffe etc,90028,6371 selma ave,3234648824,caffe etc,90028,6371 selma ave,3234648824,1
887,1244,3996,sunset junction coffee shop,90029,3916 w sunset blvd,3236611600,dinosaur coffee,90029,4334 w sunset blvd,,-1
888,1246,1406,the melt,90028,6290 w sunset blvd,,the melt sunset & vine,90028,6290 sunset blvd,2133444906,1
892,1255,4296,cafe brentwood,90049,150 s barrington ave,3104720766,cafe brentwood,90049,150 s barrington ave,3104720766,1
957,1340,1144,overland cafe,90034,3601 overland ave,3105599999,the overland,90034,3601 overland ave,3105599999,1
972,1380,1499,mimi's cafe,90039,2925 los feliz blvd,3236681715,the village bakery and cafe,90039,3119 los feliz blvd,3236628600,-1
997,1442,1960,dave & buster's restaurant,90045,6081 center dr,3108469950,kabuki japanese restaurant,90045,6081 center dr,3106415524,-1
1011,1478,2336,pipers restaurant,90004,222 n western ave,3234657701,wassada restaurant,90004,377 n western ave,3234643006,-1
1030,1526,1172,lulu's cafe,90036,7149 beverly blvd,3239386095,lulu's cafe,90036,7149 beverly blvd,3239386095,1
1031,1528,1130,cork,90016,4771 west adams blvd,3237312030,the cork,90016,4771 w adams blvd,3237312030,1
1053,1576,1443,vermont restaurant and bar,90027,1714 n vermont ave,3236616163,il capriccio on vermont,90027,1757 n vermont ave,3236625900,-1
1065,1625,1055,la fe,90026,1525 w. sunset blvd.,2134819896,haché la,90026,3319 w sunset blvd,3239282963,-1
1103,1695,174,calle tacos,90028,6508 hollywood blvd,3234659100,calle tacos,90028,6508 hollywood blvd,3234659100,1
1108,1699,282,trejo's tacos,90019,1048 s la brea ave,3239388226,trejo's tacos,90019,1048 s la brea ave,3239388226,1
1109,1700,72,cacao mexicatessen,90041,1576 colorado blvd,3234782791,cacao mexicatessen,90041,1576 colorado blvd,3234782791,1
1140,1729,289,don antonio's,90064,11755 w pico blvd,3103122090,don antonio's,90064,11755 w pico blvd,3103122090,1
1147,1738,79,gloria's cafe,90034,10227 venice blvd,3108380963,gloria's cafe,90034,10227 venice blvd,3108380963,1
1151,1739,1615,chipotle mexican grill,90017,601 w 7th st,2132832058,seasalt fish grill,90017,812 w 7th st,2132435700,-1
1160,1748,41,cascabel,91802,10717 riverside dr,8188274210,cascabel,91602,10717 riverside dr,8189274210,1
1187,1775,3569,camacho's cantina,,1000 universal studios blvd,8186223333,camacho's cantina,91608,1000 universal ctr dr,8186223333,1
1200,1784,240,la salsa - union bank plaza,90071,445 s. figueroa ave.,2136838815,border grill downtown la,90071,445 s figueroa st,2134865171,-1
1223,1798,309,benito's taco shop,90048,7912 beverly blvd,3239387427,benito's taco shop,90048,7912 beverly blvd,3239387427,1
1231,1805,42,tacos el gavilan,,7070 w sunset blvd,,el paisano,90026,1185 w sunset blvd,,-1
1238,1805,330,tacos el gavilan,,7070 w sunset blvd,,tacos el unico,90007,1375 w adams blvd,3237371044,-1
1244,1805,841,tacos el gavilan,,7070 w sunset blvd,,tacos el gallito truck,90015,917 w olympic blvd,,-1
1245,1805,847,tacos el gavilan,,7070 w sunset blvd,,last call tacos,90026,2939 1/2 w sunset blvd,3232182327,-1
1257,1815,3553,teresitas restaurant,90063,3826 e 1st st,3232666045,la perla restaurant,90063,3425 e 1st st,3232624507,-1
1264,1822,654,tacos clarita,90032,5024 huntington dr s,3232233844,tacos clarita,90032,5026 huntington dr n,3232233844,1
1276,1843,512,tacos los carnales,90011,4370 s central ave,3238461135,tacos los carnales,90011,4370 s central ave,3238461135,1
1299,1870,508,acapulco mexican delicatessen,90022,929 s kern ave,3232660267,acapulco mexicatessen,90022,929 s kern ave,3232660267,1
1309,1889,272,taqueria vista hermosa,90007,3655 s. grand ave. #c5,2137411251,taqueria vista hermosa,90007,3655 s grand ave,2137411251,1
1333,1918,366,burrito king sunset,90026,2109 w sunset blvd,2134849859,burrito king sunset,90026,2109 w sunset blvd,2134849859,1
1353,1953,3943,el indio mexicano restaurant,91325,17019 roscoe blvd,8187059259,el indio mexicano restaurant,91325,17019 roscoe blvd,8187059259,1
1357,1954,679,el gran burrito,90029,4716 santa monica blvd,3236658720,el taqueria huracan,90029,4525-4537 santa monica blvd,3235822640,-1
1364,1963,1586,pizza world,90036,365 s fairfax ave,3236532896,pizza world,90036,365 s fairfax ave,3236532896,1
1370,1968,684,la cabana restaurant fourth street,90033,2931 east 4th street,3232610703,la cabana restaurant,90033,2931 e 4th st,3232610703,1
1430,2015,7,casa la dona,90014,800 s main st,2136277441,casa la doña,90014,800 s main st,2136277441,1
1431,2017,473,villa sombrero,90042,6101 york blvd,3232569784,villa sombrero,90042,6101 york blvd,3232569014,1
1470,2068,191,juquila restaurant,90025,11619 santa monica blvd,3103121079,monte alban restaurant,90025,11929 santa monica blvd,3104447736,-1
1477,2073,1498,la canada taqueria,90019,3131 w pico blvd,3237333401,la cevicheria,90019,3809 w pico blvd,3237321253,-1
1496,2093,467,taqueria la que si llena,90063,3630 e cesar e chavez ave,3232611864,taqueria la que si llena,90063,3630 e cesar e chavez ave,3232611864,1
1497,2093,565,taqueria la que si llena,90063,3630 e cesar e chavez ave,3232611864,la blanquita carniceria,90063,4136 e cesar e chavez ave,3232650020,-1
1516,2107,260,la morena bakery and tortilleria,90033,2106 e cesar e chavez ave,3232661336,la barbacha,90033,2510 e cesar chavez ave,3232641451,-1
1534,2114,498,california mexican grill,90064,11106 w olympic blvd,3104730501,california mexican grill,90064,11106 w olympic blvd,3104730501,1
1581,2189,3697,rancheros tacos,91352,8447 sunland blvd,8185042789,rancheros tacos,91352,8447 sunland blvd,8185042984,1
1663,2300,2247,the ramen joint,90045,6220 w 87th street,4242279328,the ramen joint,90045,6220 w 87th st,4242279328,1
1679,2317,2081,kyoto japanese restaurant,90020,3465 w 6th st,2133894000,kuishimbo restaurant,90020,3407 w 6th st,2133805049,-1
1683,2328,191,aki restaurant,90025,11513 santa monica blvd,3104798406,monte alban restaurant,90025,11929 santa monica blvd,3104447736,-1
1688,2333,1696,teishokuya of tokyo,90012,345 east 2nd street,2136800344,tot / teishokuya of tokyo,90012,345 e 2nd st,2136800344,1
1740,2457,1805,desano pizza bakery,90029,4969 santa monica blvd,8436374225,desano pizza bakery,90029,4959 santa monica blvd,3239137000,1
1776,2488,2466,palermo ristorante italiano,90027,1858 n vermont ave,3236631430,palermo italian restaurant,90027,1858 n vermont ave,3236631430,1
1777,2489,2650,cantalini's salerno beach restaurant,90293,193 culver blvd,3108210018,cantalini's salerno beach restaurant,90293,193 culver blvd,3108210018,1
1797,2512,3021,south end,90291,2805 abbot kinney blvd,4242284736,south end,90291,2805 abbot kinney blvd,4242284736,1
1822,2539,1018,froma on melrose,90046,7960 melrose ave,3236533700,froma on melrose,90046,7960 melrose ave,3236533700,1
1824,2542,1051,berri's pizza cafe,90048,8412 w 3rd st,3238520642,doughboys cafe & bakery,90048,8136 w 3rd st,3238521020,-1
1860,2570,2591,stefano's two guys from italy,90028,6705 hollywood blvd,3234664552,stefano's - two guys from italy,90028,6705 hollywood blvd,3234630715,1
1892,2602,2643,ciabatta bar cucina italiana,90028,6464 w sunset blvd,3235001121,fabiolus cucina,90028,6270 w sunset blvd,3234672882,-1
1902,2607,2550,sor tino,90049,908 s barrington ave,3104428466,sor tino restaurant,90049,908 s barrington ave,3104428466,1
1912,2617,2566,larocco's pizzeria,90045,8806 s sepulveda blvd,3106420029,larocco's pizzeria,90045,8806 s sepulveda blvd,3106420029,1
1926,2630,2532,cuore dell amante,90015,123 e 9th st,2134884999,cuore dell amante,90015,123 e 9th st,2134884999,1
1947,2655,2948,stefano's,90045,6081 center dr ste 215,3102167716,stefano's pizzeria,90045,6081 center dr,3102167716,1
1989,2711,2804,corsica italian delicatessen,91040,8111 foothill blvd,8183527213,corsica italian delicatessen,91040,8111 foothill blvd,8183527213,1
2006,2727,2926,pizza hut,12217,12217 santa monica blvd,3102077748,pizza hut,90029,4629 w santa monica blvd.,3236630400,-1
2010,2737,3309,grecos new york pizza,90028,6814 hollywood blvd,3234691696,grecos pizza parlor,90028,6400 hollywood blvd,3234648212,-1
2032,2769,2347,brooklyn pizza,90035,9228 w pico blvd,3105509992,golden indian grill and pizza,90035,5954 w pico blvd,3239302193,-1
2033,2769,2691,brooklyn pizza,90035,9228 w pico blvd,3105509992,brooklyn pizza,90035,9228 w pico blvd,3105509992,1
2103,2910,3371,mario's peruvian & seafood,90038,5786 melrose ave,3234664181,mario's peruvian & seafood,90038,5786 melrose ave,3234664181,1
2112,2915,2005,xiomara,90038,6101 melrose ave,3234610601,xiomara,90038,6101 melrose ave,3234610601,1
2135,2934,926,el cochinito restaurant,90026,3508 w sunset blvd,3236680737,el amanecer restaurant,90026,3040 w sunset blvd,3236625295,-1
2142,2934,3384,el cochinito restaurant,90026,3508 w sunset blvd,3236680737,la caridad restaurant,90026,2619 w sunset blvd,2134840099,-1
2171,2960,973,el tapatio,90006,1201 venice blvd,3237511330,el tapatio,90006,1201 venice blvd,2133800882,1
2199,2975,4605,cafe intelligentsia,90291,1331 abbot kinney blvd,3103991233,intelligentsia coffee,90291,1331 abbot kinney blvd,3103991233,1
2210,2978,4298,crepe x-press cafe,90014,529 w 6th st,2136273739,arda's cafe,90014,418 w 6th st,2136894438,-1
2255,3008,4228,cafe chez marie,90025,10681 santa monica blvd,3104752949,cafe chez marie,90025,10681 santa monica blvd,3104752949,1
2276,3028,4323,peet's coffee & tea,90025,1854 westwood blvd,3109548558,peet's coffee,90025,1854 westwood blvd,3109548558,1
2290,3042,3965,balconi coffee company,,11301 w. olympic blvd #124,,balconi coffee company,90064,11301 w olympic blvd,3109060267,1
2311,3074,4094,broome street general store,90039,2912 rowena ave,,broome street general store,90039,2912 rowena ave,3235700405,1
